BonusMalus,Exposure,VehAge,VehBrand_B12,DrivAge,VehPower,VehGas_Regular,Density
50,0.75,12,0,42,7,1,192
64,0.75,15,0,29,7,1,200
50,0.61,2,1,72,8,1,27000
50,1.0,12,0,36,5,1,24
50,0.74,3,1,42,4,1,1443
80,0.26,13,0,23,9,0,3744
80,0.49,19,0,37,4,1,3317
50,0.19,0,0,41,10,0,9307
85,0.3,6,0,25,6,0,13
54,0.54,11,0,46,9,1,45
147,0.76,4,0,32,6,0,578
50,0.14,0,1,53,8,0,1385
50,0.95,13,0,55,4,1,65
62,0.44,2,1,48,4,0,18
50,0.0027397260273972,10,0,53,7,1,223
50,1.0,8,0,61,9,1,2733
50,1.0,11,0,60,8,0,112
50,0.46,2,1,45,5,1,648
59,0.07,5,0,47,7,1,356
68,0.07,5,0,73,5,1,10156
50,0.32,7,0,50,6,0,821
75,0.08,12,1,33,10,0,152
50,1.0,12,0,78,6,1,20
50,1.0,10,0,46,6,1,2446
80,1.0,13,0,32,6,1,1054
50,0.41,18,0,71,7,1,48
50,0.46,3,1,56,8,1,30
72,0.5,8,0,60,7,1,28
50,0.24,14,0,43,14,1,9307
50,1.0,4,0,60,6,1,126
72,0.21,11,0,27,6,0,17
50,0.58,0,1,71,7,0,15386
60,0.73,12,0,29,9,1,434
85,0.8,13,0,26,6,1,28
50,0.05,1,1,39,6,0,57
100,0.1,0,1,20,7,1,677
50,0.03,1,1,49,12,0,197
61,0.02,5,0,37,6,0,160
50,1.0,7,0,40,7,0,30
156,0.02,6,0,20,7,1,298
50,1.0,14,0,65,8,0,399
50,1.0,15,0,68,7,0,1237
72,0.08,14,0,27,5,0,2715
50,0.87,1,1,54,4,0,21
50,0.25,2,1,82,8,0,71
50,0.08,9,0,58,7,1,4253
50,0.38,11,0,45,4,1,3744
68,1.0,6,0,32,5,1,3541
72,0.08,10,0,28,10,0,916
50,1.0,7,0,39,6,1,50
50,0.4,8,0,44,9,1,8880
50,0.73,0,1,58,8,0,5
82,0.13,16,0,30,4,1,1629
58,1.0,13,0,49,7,1,1191
67,0.1,1,0,33,8,0,1284
95,0.48,8,0,24,5,0,227
50,0.04,1,1,54,7,0,6736
50,0.89,4,1,48,4,1,50
51,0.08,12,0,32,8,0,679
50,0.95,7,0,52,6,0,10
76,0.17,8,0,40,5,1,1601
72,0.66,0,1,38,8,0,27000
50,1.0,10,0,58,7,1,36
61,0.21,0,1,27,5,1,267
50,1.0,2,0,47,5,1,657
50,0.53,14,0,46,6,0,29
50,0.08,1,0,55,5,1,3708
50,0.74,8,1,52,12,0,1753
68,0.49,13,0,35,6,0,2575
80,0.27,2,0,46,6,0,3457
51,1.0,4,0,37,5,1,55
72,0.22,3,1,30,4,1,237
50,0.23,4,1,58,4,1,510
54,1.0,9,0,29,7,0,66
50,1.0,11,0,65,4,1,176
90,0.02,2,1,27,4,1,423
50,1.0,17,0,58,8,0,220
50,1.0,14,0,38,5,0,1457
50,0.19,0,1,39,7,0,55
100,0.16,0,1,42,4,1,1976
50,1.0,8,0,63,7,1,163
50,0.37,11,0,69,6,0,10
95,0.08,11,0,29,4,0,824
60,0.5,3,1,35,5,0,71
68,0.16,7,0,27,6,1,918
100,0.08,13,0,39,6,0,1408
57,0.46,3,0,29,9,1,405
50,1.0,1,0,54,6,0,31
76,1.0,10,0,46,6,0,3628
50,0.6,8,0,86,4,1,155
50,0.83,1,0,53,5,0,179
68,0.41,2,1,29,7,0,1468
50,0.36,1,0,81,5,0,31
54,1.0,10,0,33,6,0,32
64,0.1,12,0,33,9,1,139
50,0.6,15,0,59,6,0,1571
50,1.0,11,0,40,7,1,776
118,0.28,3,1,29,5,1,3023
50,0.61,2,1,44,15,0,1457
95,0.38,18,0,49,8,0,831
50,1.0,16,0,47,7,1,40
50,0.12,3,1,64,7,0,2108
68,0.25,1,1,29,4,0,3545
60,0.79,18,0,30,5,1,17
50,0.52,4,0,40,5,1,461
50,1.0,6,0,42,5,0,1408
50,0.08,3,0,32,7,1,1271
50,0.78,1,1,67,8,0,303
50,0.13,0,1,41,11,0,4456
50,0.65,8,0,46,7,0,56
72,0.49,5,0,23,6,1,762
50,1.0,4,0,86,4,1,1353
95,0.23,0,1,32,7,0,2108
53,0.08,6,0,37,6,0,166
50,1.0,7,0,46,6,1,16
85,1.0,15,0,26,6,1,44
50,1.0,3,1,52,7,1,3744
50,1.0,10,0,38,4,1,1313
50,0.28,5,1,62,5,1,613
50,0.01,5,0,44,8,0,485
50,0.87,4,1,57,10,1,3302
50,1.0,1,0,79,7,1,1629
50,0.45,0,1,53,7,0,185
50,0.05,0,1,44,4,1,25
76,0.72,3,1,27,12,1,8455
50,0.18,7,0,40,7,0,564
50,0.49,3,0,48,9,1,3301
51,0.19,0,0,30,5,0,151
68,0.44,0,0,31,7,0,18
50,0.76,9,1,44,7,1,1247
72,0.07,8,0,31,6,0,136
50,0.24,8,0,57,7,1,399
51,1.0,12,0,38,5,0,91
90,0.5,8,0,33,7,1,1313
50,1.0,9,0,77,5,0,17
50,1.0,13,0,51,6,1,54
50,0.11,21,1,64,10,0,403
50,0.04,12,0,54,11,0,50
50,0.67,4,0,47,9,1,186
90,0.04,1,1,46,4,1,2757
54,0.07,0,1,31,7,0,59
62,0.5,2,0,59,6,0,3744
50,0.13,2,1,36,10,1,3184
50,0.2,3,1,40,6,0,4218
50,0.5,12,0,60,5,1,1753
62,0.16,6,0,35,6,0,269
50,0.06,3,0,36,7,0,25
50,0.45,3,1,45,9,1,229
58,1.0,11,0,46,6,1,27000
50,1.0,5,0,48,13,0,298
95,0.36,12,0,27,4,0,1054
50,1.0,3,0,70,6,1,56
50,0.07,14,0,51,5,0,766
80,0.95,15,0,25,5,0,112
50,0.36,3,1,63,12,1,3673
59,1.0,6,0,52,10,1,94
50,0.79,3,1,52,10,1,10
51,1.0,3,0,31,10,0,91
90,0.05,0,1,22,4,0,2715
64,1.0,9,0,39,6,0,44
90,1.0,10,0,24,5,0,4496
95,0.44,12,0,32,6,0,4116
72,0.29,3,1,43,8,0,384
50,0.08,4,0,46,5,1,415
80,0.59,20,0,55,6,1,44
72,1.0,12,0,31,4,0,18
50,1.0,5,0,59,7,0,125
106,0.68,18,0,57,15,0,112
50,0.08,19,0,32,4,1,2074
50,1.0,10,0,79,5,1,82
125,0.9,11,0,20,6,1,12
80,0.08,11,0,36,7,0,1326
50,0.36,18,0,44,4,1,1313
72,1.0,6,0,57,6,0,3963
68,0.2,10,1,33,10,1,3184
76,0.24,9,0,30,6,0,575
51,0.66,0,1,48,6,0,1955
50,0.08,15,0,42,9,1,199
76,0.57,13,0,42,8,0,3317
95,0.9,11,0,35,7,1,13
50,0.01,1,0,49,7,1,1287
50,0.08,17,0,40,6,0,2575
50,0.1,5,0,31,7,0,72
50,0.04,17,0,42,10,1,634
80,0.22,13,0,37,7,0,3021
76,0.06,0,1,24,4,1,10068
50,0.7,17,0,34,6,1,133
50,0.07,11,0,52,7,1,163
50,0.51,2,1,56,7,0,37
50,1.0,5,0,78,7,1,1943
59,0.5,8,0,38,5,1,4253
76,0.88,5,0,39,6,0,1054
50,1.0,16,0,50,7,1,1313
50,1.0,9,0,54,5,1,153
50,0.08,3,0,55,5,1,4059
76,0.12,4,1,25,6,1,1495
64,0.62,3,1,44,10,1,27000
53,0.46,9,0,39,5,0,25
50,0.69,12,0,43,8,0,1485
50,0.14,4,1,48,4,1,515
67,0.58,9,1,33,7,1,1753
50,1.0,12,0,84,6,1,10
50,1.0,11,0,41,7,1,2105
56,0.92,4,0,40,7,0,44
64,0.71,2,1,41,7,1,1426
50,0.69,1,1,43,8,1,3946
51,0.0027397260273972,17,0,43,7,0,41
50,0.05,0,1,59,10,1,9307
50,0.05,1,1,33,12,0,9307
85,0.24,6,0,24,7,0,222
50,0.36,3,1,45,6,1,1729
51,1.0,3,0,33,7,1,614
50,1.0,3,0,37,4,1,27000
50,0.79,1,1,47,4,0,1811
100,0.74,12,0,22,6,0,38
50,0.12,10,0,41,7,1,83
77,0.07,1,0,53,5,0,369
50,0.33,3,0,55,4,0,613
50,1.0,4,0,72,7,1,48
50,0.35,8,0,50,8,0,64
50,0.1,13,0,53,7,1,393
68,0.33,3,0,27,5,0,845
50,0.29,9,0,40,6,0,43
50,1.0,13,0,60,4,0,151
50,0.59,19,0,38,7,1,14
50,0.59,1,1,54,5,1,1381
54,1.0,2,0,33,4,1,3866
50,0.08,20,0,42,8,1,1974
68,1.0,9,1,28,10,1,1119
50,1.0,14,0,37,5,0,79
50,0.08,13,1,41,6,0,426
63,0.39,4,0,38,5,1,2216
68,0.32,8,0,26,6,0,384
101,0.95,2,1,40,4,1,3301
50,0.23,7,0,53,7,0,301
50,0.14,0,0,22,4,0,691
50,1.0,11,0,72,4,1,27
50,1.0,16,0,48,4,1,1090
50,1.0,8,0,64,5,0,178
50,0.74,4,0,31,6,1,4128
50,1.0,7,0,40,6,0,71
50,0.74,2,1,54,8,0,6511
100,0.79,5,0,20,5,0,40
64,0.5,5,0,33,4,1,776
100,0.1,3,0,23,6,0,7752
100,0.03,16,0,20,7,1,13
50,0.72,0,1,68,4,1,2472
51,1.0,3,1,37,11,1,78
68,1.0,4,0,30,6,1,64
50,0.76,1,1,60,7,0,1468
76,1.0,3,0,38,7,0,1323
50,1.0,8,0,72,5,0,203
51,0.43,15,0,47,7,1,1329
76,0.24,2,0,66,8,1,19
76,0.08,6,0,30,5,0,97
50,1.0,18,0,44,7,0,194
50,0.49,18,0,49,11,1,821
50,0.24,8,0,47,7,0,1408
70,0.05,0,1,67,11,1,76
95,0.49,11,0,20,7,1,283
50,0.45,6,1,46,5,1,645
76,0.36,1,1,36,5,0,2740
76,0.08,12,0,34,5,0,129
90,0.5,14,0,20,7,1,4436
50,0.48,11,0,39,5,0,213
50,0.52,0,0,51,6,0,11
50,1.0,13,0,48,8,0,131
51,1.0,9,0,43,9,1,27000
50,0.37,1,1,43,4,0,214
50,0.53,2,1,80,7,0,2733
50,1.0,12,0,60,7,1,359
50,0.44,13,0,49,5,1,6
85,0.87,1,1,27,6,0,27000
85,0.28,0,0,65,7,1,8346
50,1.0,2,0,62,8,1,27000
50,0.93,6,0,49,6,0,4436
50,0.03,0,1,44,4,1,212
50,0.11,7,0,57,7,0,2740
50,0.03,12,0,43,4,1,1601
50,0.87,10,0,50,12,0,122
50,0.02,10,1,49,10,0,27000
50,1.0,8,0,37,7,1,745
50,0.03,1,1,62,8,0,721
50,1.0,16,0,53,5,1,45
57,0.45,0,0,33,5,0,343
80,0.24,11,0,25,4,1,269
50,0.12,5,0,42,7,0,176
50,1.0,13,0,43,5,1,212
50,1.0,11,0,47,9,1,32
50,1.0,11,0,34,6,1,1313
50,1.0,15,0,38,4,1,4116
64,1.0,12,0,50,4,0,1193
100,0.89,13,0,30,4,1,27000
50,0.22,3,1,71,5,1,4685
71,1.0,3,0,34,7,0,8549
50,0.75,1,0,51,6,0,528
60,0.0054644808743169,0,0,34,5,1,251
50,0.08,2,0,46,5,0,1127
50,1.0,1,0,54,4,1,530
50,0.06,5,0,44,8,0,16
50,0.38,13,0,56,7,1,84
100,0.74,1,1,26,4,1,2733
50,0.38,4,1,38,7,1,6308
50,0.96,1,0,37,11,0,102
50,1.0,9,0,39,5,0,57
80,0.3,6,0,36,6,1,4116
64,0.24,11,0,33,6,1,269
85,0.16,1,1,26,4,0,618
100,0.61,14,0,21,5,1,4348
50,0.92,14,0,48,4,1,214
50,0.49,3,0,41,7,0,47
50,0.9,17,0,71,7,0,9307
50,1.0,12,0,41,4,1,1601
50,1.0,9,0,40,5,0,1974
50,0.03,10,0,23,5,1,3021
50,1.0,9,0,48,6,0,13
50,0.19,7,0,66,7,1,1399
50,0.17,2,1,53,5,1,863
50,1.0,3,0,72,5,0,51
50,0.14,8,0,45,6,0,1442
50,0.67,1,1,69,6,1,43
50,0.66,4,0,32,7,1,3457
76,0.2,6,0,39,6,0,1218
58,1.0,2,0,44,7,0,88
100,0.77,22,0,48,7,1,4128
50,0.04,1,0,54,6,0,755
62,1.0,8,0,41,5,0,1350
50,1.0,4,0,73,7,1,1601
50,1.0,10,0,44,6,0,40
50,0.75,2,0,41,6,0,214
50,1.0,13,0,71,7,0,15
50,1.0,12,0,44,6,0,50
62,1.0,5,0,38,7,1,283
52,1.0,7,0,47,11,1,135
50,0.07,2,0,50,7,0,66
100,0.08,7,0,42,5,1,123
100,0.41,7,0,29,5,1,163
50,0.02,0,1,50,5,0,3386
50,0.96,3,1,52,6,1,352
50,0.06,0,1,61,11,0,36
54,1.0,2,0,31,5,0,988
50,1.0,4,0,48,8,1,214
50,0.15,0,1,47,4,1,50
73,0.5,12,0,43,6,0,33
50,0.79,0,1,51,8,0,16
62,0.83,1,0,71,8,1,1193
50,0.24,2,0,43,5,1,132
51,0.44,1,0,30,6,0,7887
50,0.5,8,0,44,10,0,10961
85,1.0,2,0,25,5,0,18
50,0.27,0,0,61,5,1,27
50,1.0,10,0,59,6,1,3866
50,0.52,2,0,50,6,0,43
64,0.48,1,1,36,7,0,176
76,0.09,10,0,37,5,1,374
50,0.33,10,0,35,4,0,65
50,1.0,10,0,51,6,0,20
62,1.0,9,0,88,5,0,521
50,1.0,4,0,54,8,0,65
50,0.84,12,0,54,7,1,448
50,0.91,0,0,48,5,0,175
50,1.0,14,0,37,6,0,298
54,0.12,1,1,42,7,0,2019
52,1.0,15,0,56,5,1,640
125,0.34,2,0,20,5,1,20
75,1.0,7,0,47,5,0,8549
50,0.1,0,0,59,6,0,179
54,1.0,9,0,44,11,1,63
54,0.8,13,0,33,7,1,399
100,1.0,15,0,38,7,0,91
50,0.47,9,0,50,5,1,3301
55,0.01,14,0,50,7,1,130
50,1.0,16,0,47,5,1,8880
50,1.0,10,0,64,6,0,355
50,1.0,1,0,45,7,0,349
62,0.03,9,0,38,7,1,57
50,0.75,4,0,69,4,1,13
80,0.73,4,0,33,7,1,17140
58,0.87,14,0,47,7,0,12
90,0.49,14,0,24,4,1,38
50,0.5,1,0,33,7,0,41
50,0.97,1,0,42,5,1,820
57,0.49,5,1,54,7,1,566
76,0.59,4,0,28,7,0,366
80,1.0,8,0,29,6,0,2715
50,0.45,13,0,47,7,0,25
50,1.0,12,0,62,7,0,11
56,1.0,4,1,51,9,1,27000
50,0.53,3,1,66,11,0,745
68,0.07,13,0,33,7,1,4456
59,0.38,3,1,42,11,0,4579
57,0.74,6,0,33,6,0,32
50,1.0,14,0,64,7,0,71
51,1.0,3,0,72,4,1,21
50,1.0,15,0,63,4,1,483
50,0.83,0,1,51,6,1,2224
68,0.07,3,0,37,6,0,3317
50,1.0,15,0,47,7,1,276
72,0.29,12,0,29,4,1,8880
50,0.49,3,0,43,7,0,68
80,0.2,6,0,26,6,0,161
50,0.03,2,1,45,7,0,323
50,0.34,6,0,43,5,0,94
50,0.09,7,0,40,7,0,182
50,0.24,14,0,31,6,0,23
50,0.08,6,0,51,5,0,4172
50,0.04,13,0,52,4,1,2897
54,1.0,5,0,33,5,1,2575
65,0.4,11,0,29,4,1,4128
50,0.1,5,0,54,8,1,109
50,1.0,7,0,72,6,0,741
50,0.14,5,1,84,5,1,15
50,0.98,17,0,55,7,1,8880
100,0.08,16,0,20,9,1,38
50,0.71,2,0,68,7,0,48
100,0.18,1,1,62,4,0,206
57,0.66,3,0,39,5,1,103
50,0.39,15,0,48,7,0,634
72,0.23,14,0,45,8,1,2044
50,0.01,5,0,32,5,1,214
50,0.01,12,0,51,5,0,115
50,0.07,0,1,46,4,1,1287
72,0.33,3,0,47,5,1,688
50,1.0,6,0,50,5,1,240
73,0.67,6,0,38,9,0,522
50,1.0,14,0,57,7,1,1466
50,0.93,10,0,44,5,0,150
54,0.08,8,0,41,6,0,3963
50,1.0,3,0,61,15,1,747
64,0.08,1,0,44,9,0,1767
72,0.08,1,0,31,6,0,3963
85,0.08,1,0,29,8,1,141
50,0.37,11,0,48,5,0,1422
55,1.0,6,0,50,6,1,388
64,0.53,14,0,30,5,0,71
50,0.16,14,0,45,7,0,44
64,0.08,29,0,30,7,1,40
50,0.43,13,0,56,7,1,48
50,0.76,0,0,48,7,1,99
64,0.08,16,0,34,7,0,4116
90,0.06,4,0,35,7,1,4218
85,0.1,6,0,31,6,0,4059
50,1.0,2,0,74,8,0,66
50,0.25,15,0,73,6,1,137
54,0.27,0,1,31,8,0,3023
50,0.1,0,1,49,4,1,97
50,0.46,5,1,44,4,1,10477
50,0.46,10,1,71,12,1,30
60,0.46,18,0,44,6,1,3963
54,0.22,4,1,50,11,0,27000
64,0.07,3,0,37,8,0,1326
50,0.36,4,1,65,7,1,57
50,0.87,19,0,38,9,0,45
50,0.08,10,0,41,5,0,72
50,1.0,14,0,54,6,0,609
95,0.26,11,0,47,7,0,23
50,0.03,15,0,34,7,1,153
72,0.25,9,0,39,9,1,2715
50,0.27,14,0,47,4,1,64
85,0.44,1,1,23,5,1,279
68,0.74,8,0,49,4,1,927
50,1.0,1,0,40,8,0,133
50,0.46,1,1,57,5,1,4348
50,1.0,13,0,52,5,1,165
50,1.0,2,0,35,5,0,129
50,0.93,5,0,55,4,1,64
51,0.05,11,0,34,5,0,172
50,0.03,7,0,53,5,0,290
50,0.13,12,0,60,4,0,2252
50,1.0,7,0,78,6,1,91
50,1.0,4,0,71,7,1,776
100,0.32,16,0,24,5,0,1408
68,0.29,8,0,32,8,1,269
72,0.07,10,0,60,5,1,3859
50,0.41,9,0,47,5,1,118
80,0.33,21,0,31,4,1,50
50,1.0,13,0,42,6,0,776
50,1.0,15,0,41,8,0,99
80,0.18,0,0,27,5,1,3301
100,0.24,14,0,26,7,1,85
59,0.04,9,0,54,7,1,1430
50,0.18,2,1,64,4,0,3132
50,1.0,22,0,40,4,1,473
100,0.12,9,0,18,7,1,286
50,0.08,7,0,45,6,0,1326
55,0.08,6,0,52,5,1,59
50,0.03,1,1,63,5,0,898
50,1.0,18,1,58,14,1,782
60,0.12,2,1,39,4,1,175
57,0.78,5,1,67,7,1,20
50,0.67,21,0,42,8,0,44
50,1.0,15,0,56,7,0,91
50,0.46,4,0,38,8,0,60
50,1.0,13,0,46,4,1,1127
95,0.06,14,0,34,7,0,307
50,0.33,15,0,62,7,0,9
50,0.49,9,0,79,5,0,3317
68,0.04,16,0,45,7,1,45
50,0.03,7,0,53,6,1,51
50,0.91,15,0,54,7,0,37
50,1.0,6,0,39,7,1,2103
50,1.0,3,0,57,14,1,46
50,0.32,16,0,36,5,0,93
50,0.16,14,0,37,8,0,1381
50,1.0,17,0,44,5,1,54
83,0.1,8,0,31,6,0,115
50,0.88,5,0,40,6,0,68
50,0.74,7,1,37,6,0,116
64,0.07,0,1,30,6,0,572
50,1.0,9,0,63,7,1,416
50,0.86,1,1,34,4,0,16
50,1.0,5,0,33,5,0,27
50,0.05,0,0,44,10,1,23
50,0.53,4,0,41,5,0,1217
57,1.0,20,0,30,7,0,40
52,0.38,4,1,30,7,1,5821
50,1.0,7,0,44,4,1,57
50,0.08,11,0,47,5,0,65
50,0.87,1,1,52,4,0,2790
50,1.0,13,0,33,6,1,856
50,0.29,7,0,59,7,1,2103
50,0.76,1,0,45,6,0,52
50,0.07,4,0,41,6,1,324
50,0.16,12,0,51,6,1,101
50,0.41,15,0,50,4,1,109
50,1.0,18,0,55,5,1,405
60,0.62,2,1,53,8,0,27000
50,0.26,3,0,62,4,1,883
50,0.69,4,0,54,6,0,16
50,1.0,13,0,37,4,1,41
90,0.38,9,0,28,5,0,2795
50,0.12,17,0,48,5,0,101
95,0.07,14,0,24,5,1,7590
57,0.5,6,1,32,4,1,1955
50,1.0,5,0,85,10,1,575
76,0.08,2,0,29,6,0,218
90,0.01,10,0,45,4,1,139
80,0.33,5,0,27,7,0,116
50,0.49,2,0,48,4,1,29
50,0.02,7,0,51,5,0,252
72,1.0,11,0,34,7,1,398
50,0.08,0,0,35,8,0,3317
57,1.0,12,0,34,5,0,747
60,0.63,3,0,35,6,0,3386
50,0.93,7,1,43,10,1,1510
50,1.0,11,1,60,7,0,251
50,0.99,10,0,48,6,0,613
50,0.34,0,0,50,7,0,298
54,1.0,7,0,60,7,0,31
50,1.0,13,0,80,6,0,27
50,0.25,0,0,39,6,0,27000
50,1.0,9,1,74,10,1,27000
50,0.91,14,0,53,5,1,165
50,0.28,4,1,75,6,1,75
100,0.61,1,1,50,4,0,6617
100,0.22,0,1,51,5,1,27000
85,0.39,6,0,38,9,1,229
90,0.04,0,0,23,5,1,214
51,1.0,11,0,31,4,1,2733
50,1.0,4,0,32,7,1,854
50,0.01,8,0,43,4,1,1282
50,0.36,3,1,55,11,0,3
50,1.0,6,0,46,7,0,1313
50,0.07,21,0,43,5,0,910
50,0.48,12,0,42,6,1,5433
50,0.17,16,0,52,7,1,3859
90,0.8,1,1,28,7,0,1063
68,0.07,15,0,37,4,1,2558
50,0.36,14,0,34,7,1,171
50,1.0,9,0,66,5,1,1002
50,0.41,3,0,42,7,1,182
90,0.49,8,1,35,7,0,3465
59,0.36,12,0,45,6,0,6336
64,0.19,17,0,36,6,1,295
68,0.48,9,0,36,4,1,247
50,1.0,17,0,73,7,1,81
50,0.19,2,1,65,10,1,891
50,0.27,1,1,48,7,1,12
90,0.53,14,0,30,4,1,879
50,0.54,7,0,33,4,0,167
56,0.0054644808743169,1,0,37,5,1,119
76,1.0,13,0,33,8,0,236
68,0.08,8,0,53,7,0,533
95,0.7,19,0,23,11,1,561
50,0.2,7,0,71,6,0,11
50,1.0,9,0,49,4,1,56
57,1.0,6,0,26,5,0,2733
72,0.31,13,0,29,4,0,308
50,0.19,4,0,53,6,0,354
50,0.54,3,1,42,4,1,650
100,0.04,3,1,37,6,1,3301
50,0.16,17,0,26,5,1,5449
50,1.0,9,0,65,5,0,146
50,0.12,2,1,56,7,1,162
50,0.18,0,1,45,7,0,6485
50,0.07,0,1,35,4,0,428
50,0.08,3,0,54,6,0,3317
50,0.0054794520547945,5,1,40,12,0,491
60,0.02,0,1,43,7,0,27000
50,1.0,7,0,47,6,1,49
50,0.16,2,1,52,8,0,495
50,0.1,17,0,55,6,1,97
51,0.29,3,0,37,7,1,27000
60,0.12,14,0,31,6,0,242
50,0.28,1,1,50,7,0,130
50,0.58,11,0,66,5,0,84
50,0.2,16,0,47,7,1,2906
50,1.0,6,0,59,6,0,531
50,1.0,18,0,47,4,1,3075
57,0.66,3,1,32,4,1,2426
50,0.01,6,1,51,4,1,1468
50,1.0,1,0,50,4,1,1171
60,0.59,10,0,49,6,0,3317
50,0.09,2,1,60,9,1,720
50,1.0,13,0,48,4,1,405
50,1.0,15,0,43,5,1,182
50,0.58,0,0,48,4,0,399
50,1.0,3,0,66,6,1,134
95,0.13,10,0,42,5,0,325
60,1.0,11,0,29,7,0,112
60,0.1,9,0,56,9,1,562
50,0.0054644808743169,9,0,38,5,1,280
50,0.33,14,0,52,7,0,568
100,0.01,7,0,30,7,0,8455
50,1.0,12,0,77,6,0,191
90,0.13,4,0,22,5,1,64
50,1.0,8,0,45,7,0,163
54,0.74,7,0,51,5,0,60
50,0.83,2,0,53,4,0,252
50,1.0,14,0,49,10,0,13
72,1.0,6,0,55,6,0,1313
76,0.57,4,0,29,7,1,153
50,0.19,1,1,40,10,1,1976
60,0.39,5,0,30,7,1,1313
50,0.7,11,0,41,6,0,2044
50,0.98,5,0,56,5,0,170
50,0.55,0,1,44,12,0,158
50,0.06,8,0,44,4,1,213
50,0.67,2,0,72,7,1,32
50,0.55,17,0,54,7,1,741
50,0.09,0,1,48,4,1,3963
50,1.0,3,0,46,7,1,29
50,1.0,30,0,43,9,1,43
54,1.0,14,0,34,6,0,1192
66,0.03,2,0,35,7,0,1426
68,0.36,11,0,32,5,0,1313
50,1.0,2,0,58,7,1,57
50,1.0,11,0,44,6,0,511
50,0.25,0,1,39,4,1,288
50,1.0,12,0,37,7,1,26
68,0.08,3,0,57,7,0,232
50,0.63,2,1,65,7,0,4
65,0.54,6,0,73,7,0,214
50,0.7,7,0,59,7,1,167
50,1.0,10,0,46,5,0,60
50,0.68,0,0,62,8,0,67
50,0.13,0,1,79,4,1,56
50,0.79,1,1,57,7,0,721
69,0.69,1,1,40,7,0,104
50,0.58,15,0,48,5,0,42
50,1.0,11,0,31,5,1,295
50,1.0,13,0,39,6,0,21
50,1.0,19,0,42,6,0,30
50,0.36,10,0,57,8,0,17
50,0.77,9,0,35,4,0,114
85,0.08,18,0,32,4,1,2983
80,0.24,2,0,28,6,1,3859
55,0.24,12,0,44,7,1,1445
50,0.03,15,0,57,8,0,170
50,1.0,2,0,31,10,1,8549
50,0.03,12,0,52,9,1,298
50,1.0,7,0,74,6,1,16
50,0.08,2,0,46,4,0,542
95,0.08,0,0,25,5,0,537
50,1.0,4,0,48,5,0,359
50,0.83,9,0,64,7,1,20
50,0.46,4,1,74,7,0,1937
64,0.52,12,0,29,7,1,57
50,0.47,10,0,46,5,0,162
80,0.8,15,0,29,5,1,6
50,1.0,13,0,37,5,0,6570
50,0.66,5,1,58,6,1,44
50,0.49,13,0,48,6,1,280
85,0.08,0,1,28,15,1,3963
50,1.0,11,0,49,5,1,1287
50,0.32,13,0,53,5,1,421
60,0.06,1,1,29,4,0,72
85,0.5,16,0,51,4,1,3317
62,0.08,10,0,37,7,0,188
50,0.72,1,0,42,6,0,426
50,1.0,2,0,80,6,1,91
51,1.0,5,0,62,7,0,1326
50,0.08,11,0,77,4,1,4128
50,1.0,1,0,36,6,0,321
64,0.07,3,1,35,7,0,72
80,0.78,9,0,25,6,0,74
57,1.0,5,0,28,6,0,15
50,0.07,16,0,57,8,0,31
80,0.96,1,1,30,8,0,2258
50,1.0,5,0,71,6,1,473
50,1.0,8,0,55,6,0,307
113,0.82,1,0,28,5,0,192
51,1.0,18,0,38,4,1,86
50,1.0,18,0,86,7,1,149
50,0.49,7,0,37,5,1,1005
85,0.07,3,0,29,5,0,4059
80,0.42,5,1,40,6,1,15703
57,1.0,12,0,26,4,1,3021
113,0.27,9,0,24,6,1,2404
90,0.46,10,1,32,10,1,3317
50,1.0,5,0,66,7,1,10155
50,0.61,7,1,64,14,1,1658
50,0.02,11,0,34,9,1,2074
50,0.21,4,1,57,12,0,213
57,0.96,5,1,68,7,0,132
50,0.26,0,0,48,4,1,354
50,1.0,7,0,79,6,1,27
50,0.07,18,0,54,7,0,105
90,0.14,7,0,25,4,1,7403
50,1.0,14,0,75,5,1,473
50,1.0,6,0,70,7,1,741
50,1.0,13,0,52,7,0,1313
50,1.0,5,0,42,7,1,1399
53,0.22,10,0,57,6,1,27000
80,0.16,5,0,73,6,0,19
50,0.5,9,0,46,10,1,249
76,0.82,2,0,24,10,1,817
50,0.45,3,1,49,5,1,143
50,1.0,12,0,41,7,0,19
72,0.34,11,0,25,6,0,1323
76,0.5,9,0,30,8,0,483
72,0.41,11,0,27,9,1,204
95,0.08,17,0,30,5,1,505
50,1.0,2,0,41,6,0,1313
50,1.0,7,0,40,6,1,4116
125,0.54,12,0,21,8,1,484
50,0.45,2,1,61,6,0,1957
50,1.0,5,0,42,6,0,8455
50,1.0,15,0,34,6,1,9307
50,1.0,8,0,42,5,1,1753
64,0.42,11,0,51,5,0,19
50,0.2,7,0,48,6,0,57
72,1.0,2,0,23,6,0,62
100,0.07,4,0,28,5,0,50
50,1.0,14,0,50,8,1,405
50,1.0,8,0,75,7,1,81
80,0.26,2,0,29,6,1,59
51,0.71,1,1,38,6,0,38
57,0.24,5,0,40,5,1,118
50,0.75,1,0,61,6,0,3541
50,0.34,13,0,44,9,1,2906
50,1.0,7,0,51,5,1,3688
106,0.03,12,0,28,4,1,123
50,1.0,12,0,55,6,1,24
57,0.02,0,1,43,8,0,398
50,1.0,9,0,57,7,1,399
85,0.08,6,0,24,5,1,3963
50,1.0,28,0,69,12,1,148
