ClaimNb,Exposure,VehPower,VehAge,DrivAge,BonusMalus,Density
0,0.91,7,2,73,50,6
0,1.0,9,22,38,50,105
0,0.91,5,13,36,50,27
0,0.09,12,0,44,50,300
0,0.09,6,5,35,51,133
0,1.0,7,3,61,50,578
0,0.83,5,11,38,90,44
0,0.2,7,4,38,85,144
0,0.27,8,5,55,50,94
0,0.22,4,18,58,50,9
0,0.91,5,10,34,64,745
0,0.32,6,2,48,50,8455
0,0.79,4,1,52,53,509
0,0.42,5,0,62,50,8455
0,0.41,6,9,35,85,3317
0,0.0054644808743169,4,3,62,50,239
0,0.04,5,1,47,50,879
0,0.26,6,15,54,70,488
0,0.21,10,2,49,50,12
0,0.29,12,2,63,62,193
0,0.18,8,0,59,50,573
0,1.0,5,6,23,68,1313
0,1.0,7,4,78,50,46
0,1.0,6,14,44,50,23
0,1.0,7,2,53,50,15
0,0.08,9,6,31,50,1398
0,0.45,4,3,28,72,6705
0,0.3,11,3,63,50,23
0,0.33,7,4,60,50,18
0,1.0,12,8,53,52,142
0,0.48,4,1,46,50,27000
0,1.0,8,14,58,50,139
0,0.99,9,6,51,50,3317
0,0.38,4,14,45,50,4128
1,1.0,4,18,70,50,49
1,1.0,6,3,51,62,1601
0,1.0,4,16,31,51,490
0,0.46,5,18,42,50,657
1,0.27,7,0,39,76,1753
0,0.67,4,11,28,64,61
0,0.08,5,8,31,67,92
0,0.14,4,0,21,95,6736
0,0.27,5,19,43,50,27
0,0.08,6,9,34,60,4059
0,0.37,9,8,65,50,566
0,0.42,9,7,30,106,405
0,0.9,6,9,30,57,1466
1,0.07,10,0,48,64,27000
0,1.0,7,12,66,50,295
0,0.08,7,8,35,72,3866
0,0.49,7,0,66,50,40
0,1.0,4,3,57,58,1054
1,1.0,6,1,74,50,105
0,0.35,8,13,67,50,76
0,0.49,5,1,72,54,13
0,0.04,5,1,42,50,3173
0,0.71,7,4,78,50,9817
0,1.0,5,9,28,57,1130
0,0.58,7,10,24,76,50
0,0.08,4,15,21,112,2362
0,1.0,9,16,46,50,186
0,0.04,5,0,24,90,2212
0,0.63,9,9,30,54,291
0,0.71,7,3,78,51,175
0,0.5,6,5,39,50,35
0,0.18,7,8,23,90,2257
0,0.33,6,6,24,118,317
0,0.64,5,10,38,54,307
0,0.05,8,0,62,50,451
0,0.0054794520547945,5,13,42,50,23
1,0.01,9,0,39,50,824
0,0.49,10,6,40,50,196
0,0.83,7,7,46,50,53
1,0.04,5,1,37,85,3184
0,0.26,11,10,30,54,25
0,0.7,4,2,41,68,5433
0,0.07,7,2,61,50,80
1,1.0,5,12,41,50,373
0,0.66,10,7,51,57,85
0,0.08,4,13,42,50,123
0,0.18,4,1,57,50,824
0,1.0,6,7,30,68,2252
0,0.95,6,2,31,72,1448
0,0.81,5,11,44,100,1974
0,0.08,4,23,60,50,670
0,0.12,5,6,25,95,1602
0,0.73,7,15,49,57,741
0,0.49,5,10,51,55,19
0,0.23,9,10,52,50,405
0,0.74,5,1,61,50,48
0,0.25,7,8,55,50,56
0,0.33,7,0,35,50,53
0,0.83,5,16,56,50,269
0,0.33,10,10,53,50,23
0,1.0,5,1,60,50,119
0,1.0,6,2,59,50,28
0,0.09,7,19,56,50,165
0,0.33,4,0,43,50,54
0,0.08,7,15,41,60,381
0,1.0,10,9,74,50,1699
0,0.61,6,4,25,85,1192
0,0.39,7,0,69,50,242
0,1.0,8,4,58,50,1268
0,1.0,11,23,70,50,481
0,0.93,7,15,28,60,716
0,0.95,5,8,78,50,227
0,0.05,6,7,42,68,24
0,0.93,6,6,32,50,23
0,0.76,7,3,60,50,128
0,0.55,6,9,24,50,30
0,1.0,7,12,49,50,4128
0,0.49,12,1,45,50,107
0,0.08,6,2,44,50,50
0,1.0,4,6,79,50,405
0,0.05,4,1,39,54,192
0,1.0,5,4,62,50,255
0,0.03,4,2,82,52,1158
0,0.3,5,0,64,50,114
0,0.0082191780821917,4,0,48,50,76
1,0.09,12,5,64,50,402
0,0.27,4,0,64,50,378
0,0.5,6,10,58,51,57
0,0.33,11,0,41,50,101
0,0.53,9,12,21,90,286
0,0.95,6,3,36,57,78
0,1.0,4,8,57,50,106
0,0.8,11,1,70,50,657
0,0.93,5,0,49,50,393
0,0.98,4,13,39,54,634
0,0.69,6,3,54,50,9
0,1.0,4,4,36,72,1408
0,0.69,8,1,58,50,155
0,1.0,6,3,53,50,14
0,0.63,5,14,24,100,222
0,1.0,5,15,45,50,330
0,0.29,7,4,23,132,262
0,0.39,4,6,50,50,990
0,0.54,6,5,30,72,18
0,0.98,7,10,52,50,14
0,0.16,6,6,22,72,138
0,0.05,4,19,44,50,1313
1,0.44,6,4,67,50,820
0,1.0,6,2,78,50,405
0,1.0,9,9,44,50,50
0,0.29,5,7,78,50,405
0,0.45,7,17,23,80,741
0,0.47,6,0,31,100,333
0,0.55,4,2,26,95,356
0,0.33,10,13,49,50,3744
0,0.12,7,0,36,50,280
0,0.24,4,10,22,100,530
0,0.5,7,6,27,72,23
0,0.14,7,6,43,85,4128
0,1.0,9,14,60,52,182
0,0.85,5,0,49,60,4470
0,0.39,4,11,68,50,13
0,0.33,10,15,42,68,562
0,0.28,7,7,24,90,507
0,0.24,7,9,51,50,49
0,1.0,7,6,34,112,104
0,1.0,6,7,66,50,27
0,1.0,7,4,50,50,78
0,0.02,4,10,60,52,405
0,0.33,5,2,52,76,1314
0,1.0,7,22,56,50,43
0,0.53,7,8,54,50,306
0,1.0,5,16,33,50,1146
0,0.14,4,7,24,90,741
2,1.0,7,4,50,56,9307
0,0.75,15,14,42,70,824
0,1.0,5,4,57,50,1386
0,1.0,5,15,31,50,8549
0,0.71,6,4,38,85,1054
0,0.33,10,10,52,68,1699
0,0.36,6,4,53,50,28
0,0.83,4,0,43,50,70
0,0.08,7,6,40,60,2983
0,1.0,6,9,43,50,21
0,1.0,10,8,67,50,300
0,1.0,6,12,35,50,2624
0,0.43,8,13,49,50,192
0,0.14,4,4,54,50,4393
0,1.0,7,3,36,96,27000
0,1.0,5,8,47,68,983
0,0.87,6,9,76,50,405
0,0.3,7,0,44,68,1862
0,0.09,5,0,25,90,83
0,1.0,6,9,74,50,22
1,1.0,5,4,56,50,533
0,0.38,7,3,36,50,160
0,0.29,8,0,53,50,60
0,0.29,6,10,60,50,1704
1,0.53,8,0,31,80,3628
0,0.11,5,3,54,50,66
0,1.0,8,17,48,50,41
0,0.54,7,3,66,50,377
0,1.0,6,16,69,50,96
0,0.65,4,1,32,79,3214
0,0.82,5,8,31,51,94
0,0.95,4,1,56,50,9307
0,0.02,6,8,33,51,495
0,0.13,5,7,42,50,209
0,1.0,10,6,38,50,336
0,0.46,4,4,31,80,595
0,0.08,7,4,33,50,3963
0,0.0027322404371584,4,9,31,51,1015
0,0.08,5,15,49,60,7259
0,1.0,4,11,57,50,1313
0,1.0,4,12,25,68,1326
0,0.07,4,0,41,50,381
0,0.47,7,2,54,50,45
0,0.39,7,2,54,50,316
0,0.2,10,1,34,50,566
0,0.26,6,13,34,50,142
0,0.07,6,10,51,50,3317
0,1.0,7,5,64,50,44
0,0.17,4,15,36,90,393
0,0.01,4,11,35,85,537
0,0.06,5,0,59,63,101
0,0.12,7,9,60,50,3386
0,0.08,4,12,42,64,4436
0,0.74,4,2,76,50,63
0,0.28,4,3,44,50,17140
0,0.08,6,1,35,72,1445
0,0.22,7,7,62,85,2090
1,0.37,6,3,37,72,52
0,0.95,7,2,38,50,46
0,1.0,4,6,61,50,164
0,0.08,6,6,21,100,1332
0,1.0,7,17,37,112,3541
0,0.16,8,9,62,50,2767
0,1.0,7,5,46,50,102
0,0.02,7,6,28,85,824
0,0.64,4,6,65,50,1313
0,0.02,6,8,32,50,105
0,0.36,9,18,59,59,2105
0,0.7,10,1,39,50,18
0,0.24,6,8,53,50,3657
0,1.0,6,10,51,50,400
0,0.07,10,13,63,50,1326
0,0.06,7,0,78,50,4762
0,0.08,5,11,57,90,26
0,0.17,4,0,72,50,41
0,1.0,4,3,42,50,359
0,0.24,4,3,59,72,3182
1,1.0,7,10,42,57,2163
0,0.02,5,10,71,50,77
0,0.0054794520547945,5,15,33,100,8549
0,1.0,8,17,32,57,22
0,0.76,5,0,56,50,983
0,0.26,7,0,36,52,1672
0,0.49,5,4,30,51,2044
0,1.0,11,1,50,50,194
0,0.09,12,2,22,85,381
0,0.8,7,9,24,112,76
0,0.53,7,4,69,50,645
0,1.0,5,2,60,50,3744
0,0.74,4,4,34,57,218
0,0.08,4,13,28,76,1541
0,1.0,8,2,31,59,51
0,1.0,6,2,58,50,25
0,0.24,11,16,25,76,1054
1,1.0,5,1,48,50,51
0,0.23,11,1,35,50,1974
0,0.4,10,10,28,85,2517
0,1.0,6,1,64,50,60
0,0.96,6,0,40,60,1182
0,0.05,11,9,58,50,290
0,0.18,12,6,65,50,402
0,1.0,5,3,48,50,81
0,1.0,6,6,54,51,1313
0,0.68,6,8,30,57,104
0,1.0,6,7,48,50,40
0,0.07,8,0,35,71,3317
0,0.95,6,10,73,50,29
0,0.32,6,6,40,100,65
0,1.0,6,11,62,50,1060
0,0.28,4,3,54,50,109
0,1.0,7,11,71,50,44
0,0.31,7,17,36,50,128
0,1.0,6,11,44,50,60
0,0.48,6,2,27,85,270
0,0.5,10,14,35,64,1326
0,0.71,5,1,61,50,138
0,0.94,7,13,53,50,8346
0,0.07,7,14,31,54,1313
0,0.16,7,10,52,50,57
0,1.0,9,6,40,50,9307
0,0.21,5,2,28,85,824
0,0.16,6,2,41,50,1929
0,0.06,7,4,50,50,306
0,0.58,10,15,41,73,49
0,0.13,4,15,52,50,91
0,1.0,7,12,39,50,74
0,1.0,7,10,53,50,425
0,0.5,7,1,46,50,206
1,0.4,8,9,23,95,15
0,0.54,5,1,61,50,2354
0,0.12,7,1,61,50,66
0,0.66,7,9,32,64,874
0,1.0,6,15,79,50,1753
0,1.0,7,7,59,50,392
0,0.87,6,7,27,90,109
0,0.91,4,12,68,50,16
0,0.75,9,13,38,50,3374
0,0.57,10,6,54,50,212
0,0.5,4,2,45,50,3317
0,0.08,6,0,50,50,1466
0,0.12,4,2,66,68,30
0,0.36,6,18,30,64,67
0,0.46,8,2,30,72,23
0,0.04,4,7,46,50,18
0,0.4,10,3,36,50,741
0,0.46,6,15,40,85,48
0,1.0,7,2,50,58,94
0,1.0,5,14,48,50,983
0,0.02,7,2,46,50,1326
0,0.57,8,1,34,95,227
0,0.15,6,12,59,50,575
0,0.38,4,13,31,85,10
0,0.74,4,5,70,50,6157
0,1.0,7,9,74,50,61
0,0.24,8,3,55,50,657
0,1.0,4,2,49,50,359
0,0.2,8,2,40,50,14
0,0.94,4,7,51,72,51
0,0.07,6,8,21,95,856
0,0.18,4,1,56,50,359
0,0.02,8,0,30,80,15
0,0.83,5,14,39,50,111
1,1.0,7,3,74,50,18
0,0.14,8,10,31,64,185
0,0.49,5,0,30,67,109
0,0.61,5,7,66,50,416
0,0.54,10,12,22,85,405
0,0.87,7,2,56,50,162
0,0.08,7,15,27,67,30
0,0.09,6,1,77,50,27000
0,0.38,6,8,39,50,405
0,0.45,6,15,46,100,389
0,0.22,4,7,35,80,298
1,0.79,12,3,39,76,983
0,1.0,7,8,42,50,567
0,0.05,8,0,72,50,658
0,0.35,4,1,23,85,287
0,0.52,7,2,28,76,1231
0,1.0,6,4,49,50,270
0,1.0,6,6,49,50,6
0,0.85,5,7,52,50,222
0,0.75,5,7,49,52,557
0,0.25,5,14,33,64,295
0,0.63,11,1,45,50,2715
0,0.14,7,3,62,50,67
0,0.99,7,13,78,80,4762
0,0.17,10,12,36,50,115
0,0.46,4,3,38,50,1110
0,0.24,4,2,22,90,4059
0,0.87,4,2,21,90,4218
0,0.17,7,2,45,50,748
0,0.09,8,0,37,50,27000
0,0.14,5,3,55,50,1482
0,0.63,4,2,64,50,3317
0,1.0,7,7,46,50,115
0,0.32,4,10,46,50,196
0,0.21,5,2,21,100,16
0,0.83,4,7,34,57,776
0,0.01,5,0,23,85,1228
0,0.12,11,3,45,50,109
0,1.0,4,1,40,50,359
0,0.29,5,18,41,50,3744
0,0.08,7,8,41,57,24
0,1.0,4,9,46,55,983
0,0.12,8,1,38,72,198
0,0.64,8,2,44,50,598
0,0.35,6,4,49,57,10
0,0.58,6,7,37,50,13
0,0.08,7,6,49,71,384
0,0.08,7,10,31,72,51
0,0.41,10,15,32,85,26
0,0.44,5,0,40,50,607
0,0.18,5,0,47,50,78
0,0.9,7,3,39,50,1601
0,0.52,5,2,32,68,2740
0,1.0,10,14,39,50,1521
0,0.5,8,6,37,61,143
0,0.78,6,8,21,90,607
0,0.74,15,2,40,50,4762
0,1.0,5,17,53,50,747
1,0.0081967213114754,7,13,77,71,4762
0,0.02,7,1,51,51,64
0,0.58,4,16,48,51,4792
0,0.49,7,6,66,90,2415
0,0.16,5,0,30,51,3856
0,0.92,15,0,61,72,7259
0,0.16,6,15,23,95,112
0,1.0,4,12,31,64,537
0,0.91,4,8,54,50,1397
0,1.0,6,10,54,50,19
0,0.21,8,1,29,57,6127
0,0.04,4,0,33,95,604
0,0.87,10,11,27,76,1326
0,0.63,9,2,48,106,51
0,0.42,7,16,24,76,120
0,0.06,5,0,42,54,17140
0,1.0,6,14,50,50,4128
0,0.02,7,0,37,50,184
0,0.07,4,0,56,50,657
0,0.28,6,5,40,76,495
0,0.88,5,15,56,100,8023
0,1.0,5,10,64,50,461
0,0.5,10,21,37,73,16052
0,0.1,7,17,23,90,1600
0,1.0,5,10,38,50,204
0,0.08,6,12,37,72,2074
0,0.28,6,16,54,90,51
0,0.07,4,2,30,60,1314
0,0.74,7,9,55,50,473
0,1.0,6,3,43,50,125
0,0.96,6,2,54,50,2733
0,1.0,7,4,47,50,1601
0,0.64,7,0,34,90,176
0,0.89,7,1,53,50,527
0,0.42,7,12,20,100,3744
0,0.18,5,1,57,50,218
0,0.58,7,6,26,64,95
0,1.0,7,2,50,50,4348
0,0.01,7,0,60,50,4348
0,1.0,5,19,52,50,2105
0,0.36,7,9,54,85,1809
0,1.0,4,10,37,51,32
0,0.56,4,0,43,50,94
0,0.08,6,8,46,50,4128
0,0.00273224,7,4,69,50,388
1,0.63,5,8,63,50,1601
0,0.3,14,0,44,50,721
0,0.56,6,6,58,50,581
0,0.7,11,3,67,50,28
2,0.75,7,14,29,72,2252
1,0.46,6,9,52,50,3963
0,0.71,7,0,53,50,38
0,1.0,7,7,36,80,675
0,0.68,4,1,44,50,4617
0,0.08,7,6,39,50,1381
0,0.95,8,8,48,50,45
0,0.4,5,7,25,68,4456
0,1.0,7,7,59,50,1228
0,0.01,4,15,60,50,133
2,0.23,9,0,54,50,626
0,0.04,5,4,30,90,22
0,0.19,4,3,42,50,181
0,0.24,5,5,37,58,3317
0,0.75,5,12,38,90,269
0,0.05,8,0,40,50,269
1,0.33,6,12,56,64,3657
0,0.95,8,1,52,50,487
0,1.0,7,18,39,50,96
0,0.12,5,1,39,50,572
0,0.23,8,3,63,50,105
0,0.06,5,0,41,50,300
0,0.9,6,6,53,50,175
0,1.0,6,10,24,112,1421
0,0.08,8,0,32,50,9802
0,0.08,5,16,27,72,346
0,0.73,5,0,52,50,1313
0,0.36,6,5,38,50,204
0,0.13,6,1,28,100,3317
0,0.16,11,3,49,50,44
0,0.5,6,7,40,90,29
0,0.27,5,13,57,50,186
0,1.0,6,9,64,50,125
0,1.0,6,2,56,50,85
0,1.0,8,2,37,64,174
0,1.0,7,17,64,50,83
0,0.19,14,4,31,76,300
0,0.08,6,1,38,76,9307
0,1.0,5,12,38,50,533
0,0.08,6,7,40,76,133
0,0.69,4,2,41,50,10477
0,0.08,4,1,41,52,405
0,0.24,7,4,78,58,8549
0,1.0,8,13,52,50,30
0,0.08,4,10,56,50,261
0,1.0,6,5,35,54,27000
0,0.48,4,6,35,72,966
0,1.0,7,3,29,57,761
0,0.73,6,6,19,90,27
0,0.76,6,5,36,64,9307
0,1.0,6,13,48,50,83
0,0.12,4,0,36,50,1447
0,1.0,6,9,49,50,65
0,0.01,7,2,40,50,330
0,0.63,10,4,60,50,27000
0,0.25,6,6,25,95,214
0,0.36,11,5,43,50,634
1,0.02,5,1,72,50,101
0,0.36,7,5,71,50,2348
0,0.37,13,13,18,100,3021
0,0.96,5,5,69,72,64
0,0.61,9,12,80,50,1165
0,0.77,6,10,33,68,21
0,0.4,5,8,44,50,169
0,0.08,7,12,30,68,61
0,0.31,6,8,37,50,393
0,1.0,7,6,77,62,20
0,0.08,6,5,30,80,84
0,0.09,5,8,31,80,103
0,0.69,7,24,60,50,137
0,0.16,10,13,45,50,44
0,1.0,6,1,43,50,229
0,0.13,8,11,50,50,30
0,0.46,8,2,65,50,149
1,0.88,4,10,39,90,3688
0,0.53,10,2,44,50,4128
0,0.6,4,1,25,90,1765
1,0.0081967213114754,9,5,26,72,4646
0,0.21,6,7,24,59,46
0,0.45,7,6,60,50,989
1,1.0,6,13,39,95,214
0,0.35,7,1,59,50,287
0,0.25,6,8,33,64,74
0,0.12,6,0,30,71,17140
0,0.06,7,15,26,95,104
0,0.23,6,1,34,85,269
0,0.12,7,2,47,95,85
0,0.23,4,24,58,50,17
0,1.0,5,1,60,50,84
0,0.45,6,1,41,50,137
0,0.46,4,5,28,85,9307
0,1.0,4,9,47,50,1054
0,0.1,5,0,36,80,198
0,0.15,7,7,39,51,614
0,0.02,4,1,25,72,232
0,1.0,5,11,31,85,1110
0,0.37,10,6,48,65,904
0,0.18,5,10,35,72,282
0,0.3,9,2,40,50,57
0,0.08,7,10,37,68,1247
0,0.02,7,4,20,95,298
0,0.21,8,0,34,50,9
0,1.0,6,2,73,62,115
0,0.41,7,14,56,50,78
0,0.07,5,6,36,72,3744
0,1.0,4,10,37,68,27000
0,0.27,8,0,56,50,543
0,1.0,5,6,35,50,23
0,0.67,6,12,35,58,763
0,1.0,6,5,39,50,2795
1,0.11,5,0,75,50,133
0,0.29,6,13,46,50,1313
0,0.02,7,1,31,50,31
0,0.2,8,1,61,50,105
0,0.08,7,4,33,50,182
0,0.38,6,0,49,50,3963
0,0.0027322404371584,7,4,31,72,614
0,0.08,11,13,33,80,6617
0,0.0027397260273972,6,0,56,50,149
1,1.0,6,6,43,50,146
0,1.0,8,10,62,73,306
0,0.0054794520547945,7,5,40,51,214
0,0.07,7,3,41,72,4762
1,0.7,10,0,50,50,48
0,0.03,6,2,53,50,824
0,0.07,7,20,38,50,1127
0,0.07,7,9,27,76,4116
0,0.04,7,0,56,50,6736
0,0.73,7,0,66,50,4128
0,0.78,5,15,32,100,4348
0,1.0,5,4,50,50,149
0,0.08,5,18,49,67,1329
0,0.2,4,1,54,50,279
0,1.0,8,11,64,50,405
0,0.26,5,6,32,64,226
0,1.0,7,16,38,50,66
0,0.59,9,12,48,50,2399
0,1.0,4,13,56,57,1408
0,0.08,6,15,63,72,88
0,0.5,4,15,40,50,108
0,0.74,9,1,36,50,1535
0,0.28,11,1,66,60,632
0,0.08,5,14,31,80,1326
0,1.0,7,6,44,50,1410
0,0.72,7,3,45,50,232
0,0.19,7,3,24,85,295
0,0.03,7,15,53,75,60
0,1.0,4,14,33,72,86
0,0.04,11,4,58,50,269
0,0.24,5,10,61,50,50
0,0.14,15,0,48,50,6944
0,0.07,6,16,34,64,52
0,0.19,5,1,41,100,56
0,1.0,5,6,33,50,9
0,0.03,7,2,27,54,48
0,0.24,5,9,71,50,473
0,1.0,10,22,26,90,298
0,0.23,4,2,40,59,9307
0,1.0,4,9,50,50,287
0,1.0,4,10,47,50,3317
0,0.07,4,2,56,50,3434
0,0.91,5,6,30,80,209
0,0.58,8,3,51,50,644
0,1.0,10,10,48,50,1602
0,0.75,7,2,61,50,270
0,0.19,5,1,24,80,59
0,0.29,6,11,41,64,93
0,1.0,5,7,55,50,741
0,0.46,11,5,44,50,402
0,0.3,4,1,25,80,715
0,0.04,5,14,22,85,128
0,0.27,4,32,38,68,459
0,0.49,11,16,42,51,41
0,0.5,4,17,40,50,80
0,0.79,9,4,34,50,214
0,0.07,5,10,42,57,657
0,1.0,7,2,55,50,78
0,0.5,5,8,37,64,3317
0,1.0,5,9,44,50,11
0,1.0,4,5,50,50,4116
0,1.0,5,2,32,50,57
1,1.0,9,3,68,50,8455
0,0.43,6,7,63,50,1314
0,0.08,4,18,42,54,935
0,0.23,5,1,25,100,216
0,0.11,8,1,35,100,64
0,0.83,5,5,58,50,473
0,0.16,5,16,33,51,6570
0,0.07,4,16,32,80,22
0,0.09,5,11,58,50,57
0,0.6,5,4,48,58,14368
0,0.54,10,4,56,50,776
0,0.49,4,6,33,60,3862
0,0.0054794520547945,7,0,44,68,455
0,0.95,5,0,60,50,653
0,0.37,4,11,27,95,793
0,0.11,12,1,32,50,239
0,1.0,7,1,53,50,137
0,1.0,6,16,81,50,3651
0,0.49,4,12,34,76,769
0,1.0,4,14,41,50,831
0,0.33,4,4,57,50,2415
1,0.38,8,1,50,85,2884
0,0.25,9,9,50,50,11
0,0.23,4,0,57,50,1313
1,0.14,9,5,35,60,2411
0,0.35,6,0,29,60,295
0,0.02,7,4,29,60,8455
0,0.27,4,18,31,64,295
0,0.54,4,10,44,92,93
0,0.21,7,5,70,50,2090
0,0.5,5,11,49,77,3859
0,1.0,4,13,38,90,3317
0,0.4,5,7,35,75,1323
0,0.7,6,6,55,50,107
0,0.27,7,14,55,50,831
0,0.5,6,17,29,60,359
0,0.92,7,16,41,51,39
0,0.2,4,3,33,100,7571
0,0.8,10,1,60,50,1541
0,0.88,6,11,47,50,27000
0,0.08,6,7,45,64,35
0,1.0,5,14,51,50,182
0,0.9,7,13,46,50,725
0,1.0,6,8,47,50,4792
0,0.18,9,20,43,50,1027
0,0.66,7,12,60,50,353
0,0.41,5,1,68,90,575
0,0.21,5,1,72,50,83
0,1.0,11,9,47,50,781
0,0.77,7,1,43,50,394
0,0.08,6,6,42,50,72
0,0.8,7,13,47,54,782
0,0.49,5,7,49,50,594
0,0.42,8,1,37,64,27000
0,0.67,6,1,40,50,983
0,0.53,7,9,35,50,4685
0,0.74,12,1,63,50,45
0,1.0,6,10,33,51,58
0,0.08,6,3,42,56,31
0,1.0,6,6,58,50,133
0,0.04,4,1,37,57,3688
0,0.33,10,1,33,64,3744
0,1.0,7,15,46,50,837
0,1.0,4,6,46,50,614
0,0.68,5,7,19,100,1054
0,1.0,8,19,49,50,15
0,0.83,6,14,44,50,1847
0,0.5,10,6,45,50,4128
1,1.0,4,4,70,50,3021
0,1.0,5,10,82,50,17
0,0.08,6,7,32,57,77
1,0.6,11,15,44,50,348
0,0.14,6,1,25,76,52
2,0.48,5,16,50,50,65
0,0.22,8,2,59,50,238
0,0.78,9,14,30,60,49
0,1.0,6,5,69,50,300
1,1.0,4,6,61,50,3317
0,0.08,4,1,36,50,5304
0,0.03,7,1,60,69,8561
0,0.79,7,8,66,50,1158
0,0.09,4,1,21,118,726
0,0.05,9,1,37,50,119
1,1.0,11,8,39,62,83
0,0.87,8,1,37,50,132
0,0.09,6,1,37,90,219
0,1.0,5,7,45,50,1265
0,0.19,5,6,58,50,4762
0,0.29,6,13,34,80,113
0,0.08,9,1,44,50,3317
0,0.04,8,1,80,50,15
0,0.57,8,2,45,50,2252
0,0.21,4,4,43,50,181
0,0.13,4,1,68,61,455
0,0.0082191780821917,5,3,31,72,138
0,0.08,4,11,24,125,8455
1,0.43,7,10,22,90,845
0,0.17,6,7,37,51,1842
0,0.99,7,5,35,50,39
0,0.87,4,1,33,64,5332
0,0.28,9,5,31,72,32
0,0.08,6,15,39,50,1162
0,0.08,9,5,28,112,161
0,0.34,10,2,54,50,120
0,1.0,10,17,42,57,22
0,0.08,4,12,28,76,3973
0,0.13,7,15,52,50,65
0,0.19,7,1,34,56,47
1,1.0,7,20,60,50,142
0,0.7,10,2,44,118,458
0,0.18,4,11,49,50,741
0,1.0,6,4,64,50,741
0,0.19,7,15,28,54,105
0,0.07,14,11,34,60,16
0,0.32,4,1,37,68,188
0,0.74,7,11,60,50,91
0,1.0,6,7,59,50,461
0,0.49,6,0,47,50,3317
0,0.61,4,1,43,50,675
0,1.0,8,13,45,50,48
0,1.0,5,3,41,59,2258
0,0.5,6,10,37,50,163
0,0.06,11,0,38,50,398
1,1.0,5,5,54,50,99
0,0.83,11,1,39,50,27000
0,1.0,6,12,35,50,399
0,0.83,9,13,52,51,521
0,1.0,10,9,29,80,3317
0,0.02,8,0,40,51,2446
0,1.0,7,1,62,50,2377
0,0.29,6,7,29,60,50
0,0.2,5,9,66,60,413
0,0.08,4,10,55,76,6736
0,0.29,4,12,34,90,132
0,1.0,5,5,43,50,516
0,1.0,7,13,27,72,43
0,1.0,7,2,57,50,43
0,0.13,5,4,29,57,107
0,0.06,6,6,48,50,10
0,0.27,9,17,32,118,2472
0,0.09,13,3,46,50,987
0,0.67,6,8,79,50,50
0,0.11,4,3,51,58,636
0,1.0,4,11,35,64,91
0,1.0,5,2,32,90,101
0,0.08,6,1,26,68,3301
0,0.64,7,5,51,50,405
0,0.5,4,0,31,85,194
0,0.08,6,13,27,72,161
0,1.0,5,6,61,50,1002
0,0.28,8,16,22,90,259
0,0.49,4,9,73,53,4116
0,0.08,5,12,39,57,953
0,0.25,6,18,56,100,29
0,0.08,7,4,38,59,241
0,1.0,7,1,66,50,1788
0,0.17,4,13,53,62,3859
0,0.41,5,11,24,125,48
1,1.0,6,11,35,50,49
0,0.49,6,7,59,54,1313
0,0.28,9,2,36,50,87
0,0.41,4,3,44,50,3301
0,0.51,7,1,42,50,796
0,0.09,5,9,29,85,2740
1,0.82,7,11,40,50,4762
1,0.72,6,11,51,62,1719
0,0.5,7,0,42,50,97
0,0.08,10,1,36,54,4253
0,0.25,6,2,60,54,413
0,0.24,7,6,41,80,1287
0,1.0,5,5,38,50,23
0,1.0,6,10,38,50,1313
0,1.0,6,15,38,50,164
0,1.0,4,3,25,64,1313
0,0.71,4,2,33,76,9307
0,1.0,9,9,36,57,9
0,0.5,4,3,32,106,269
0,0.65,4,10,34,54,1054
1,0.35,5,17,41,60,91
0,0.2,9,5,27,72,38
0,0.52,9,16,57,50,1064
0,0.08,7,7,30,72,280
0,0.24,4,6,59,62,272
1,0.21,6,4,42,76,64
0,1.0,5,7,71,50,335
0,1.0,5,9,30,76,4
0,0.13,7,0,29,80,35
0,0.23,6,6,39,50,29
0,1.0,4,9,29,50,421
0,1.0,7,6,49,62,26
0,1.0,7,10,33,60,298
0,1.0,5,5,54,50,614
0,0.67,4,0,38,50,59
0,0.08,4,3,59,85,1508
1,1.0,4,5,56,50,634
0,0.8,7,1,52,50,670
0,0.08,7,10,54,50,171
0,1.0,6,10,37,50,542
0,1.0,6,3,51,50,3
0,1.0,9,27,65,50,30
0,0.25,7,4,54,50,473
0,1.0,12,26,60,50,682
0,1.0,4,15,57,50,461
0,0.64,10,2,60,50,28
0,0.45,5,1,41,50,645
0,0.66,6,7,41,50,388
1,0.45,4,5,65,50,355
0,0.49,8,11,30,72,3991
0,0.27,8,7,52,50,2733
0,0.58,10,2,83,50,60
0,0.95,10,2,73,50,92
1,0.1,10,0,39,51,11
0,0.62,10,4,31,63,3744
0,0.27,7,0,28,76,3317
0,0.37,7,6,36,60,131
0,0.13,8,1,36,50,626
0,1.0,6,7,38,55,405
0,1.0,7,7,37,50,251
0,1.0,6,2,30,50,135
0,0.23,5,8,44,50,614
0,0.63,9,9,38,50,170
0,0.04,8,0,55,50,5539
0,0.06,4,2,32,64,2983
0,0.03,4,0,57,56,3301
0,0.08,9,13,27,68,417
0,0.4,7,7,48,50,511
0,1.0,10,17,64,50,67
0,0.57,9,15,36,50,49
0,0.08,5,16,30,76,688
0,0.2,6,5,53,50,100
0,1.0,4,12,47,50,46
0,1.0,10,1,41,50,369
0,0.29,5,3,27,66,1542
