,ClaimNb,Exposure,VehPower,VehAge,DrivAge,BonusMalus,Density
451325,0,0.08,6,13,35,51,6729
451326,0,1.0,6,4,50,50,21410
451327,0,1.0,6,11,66,50,14
451328,0,0.59,4,2,42,50,99
451329,0,0.11,13,13,43,90,4116
451330,0,0.36,6,10,40,50,62
451331,0,0.49,5,7,43,62,1006
451332,0,0.08,4,12,51,50,3866
451333,0,0.08,7,0,42,54,3386
451334,0,0.16,6,11,52,51,369
451335,0,0.99,6,13,42,50,19
451336,0,0.14,7,8,51,50,269
451337,0,0.09,6,9,44,57,53
451338,0,0.23,7,9,40,68,85
451339,0,1.0,4,10,61,50,214
451340,0,0.26,6,0,54,50,26
451341,0,0.37,6,8,21,100,3301
451342,1,0.17,5,0,43,60,714
451343,0,1.0,4,8,75,50,109
451344,0,1.0,6,13,39,50,512
451345,0,0.09,8,7,59,50,19
451346,0,0.37,10,6,52,50,109
451347,0,1.0,4,18,39,54,34
451348,0,1.0,5,11,62,50,607
451349,0,0.08,6,9,45,74,3317
451350,0,0.87,8,1,39,50,17
451351,0,0.85,4,0,39,50,152
451352,0,0.79,4,13,72,50,745
451353,0,0.06,5,9,49,50,9307
451354,0,0.92,6,5,25,76,2740
451355,0,1.0,7,4,50,55,2715
451356,0,0.63,7,8,39,50,3541
451357,0,1.0,6,10,79,50,130
451358,0,1.0,5,1,34,62,3688
451359,0,0.96,6,5,30,54,221
451360,0,1.0,8,4,62,50,61
451361,0,0.46,4,7,43,54,3657
451362,0,0.71,6,4,76,76,156
451363,0,0.57,6,7,36,72,3317
451364,0,0.59,5,8,42,100,1296
451365,1,0.99,6,1,62,57,625
451366,0,1.0,8,20,60,50,9307
451367,0,0.08,4,0,59,50,121
451368,0,0.02,6,7,25,64,2648
451369,0,0.07,4,2,39,50,2120
451370,0,1.0,7,11,76,50,105
451371,0,0.2,5,10,27,76,107
451372,0,0.32,6,6,23,85,2648
451373,0,0.08,5,1,36,57,4059
451374,0,1.0,4,1,76,50,1516
451375,0,0.58,9,13,41,50,32
451376,0,0.08,5,3,35,50,252
451377,0,1.0,6,3,73,50,115
451378,0,0.16,5,2,33,50,208
451379,0,0.8,7,16,31,51,741
451380,0,0.32,5,0,49,61,6689
451381,0,0.53,4,9,40,59,2606
451382,0,0.04,5,5,52,52,136
451383,0,0.12,8,2,58,50,3301
451384,0,0.16,6,11,40,50,32
451385,0,1.0,7,6,35,50,435
451386,0,1.0,4,17,58,50,111
451387,0,0.53,7,2,30,80,32
451388,0,0.77,8,3,49,50,3386
451389,0,0.5,8,11,37,50,467
451390,0,0.12,8,15,73,54,2674
451391,0,0.71,4,7,25,80,157
451392,0,0.31,4,11,27,85,20
451393,0,0.08,4,2,27,72,4128
451394,0,0.95,7,4,64,50,2859
451395,0,1.0,7,10,58,50,155
451396,0,0.16,7,13,36,50,110
451397,0,1.0,5,4,77,50,741
451398,0,0.04,9,1,54,50,385
451399,0,0.07,7,3,35,95,7259
451400,0,1.0,7,13,50,50,817
451401,0,0.12,6,13,73,50,1054
451402,0,1.0,4,12,27,80,573
451403,0,0.08,6,10,29,76,229
451404,0,0.33,6,7,44,80,3317
451405,0,0.57,7,1,32,77,2498
451406,0,0.62,5,4,37,95,745
451407,0,0.15,9,14,38,100,473
451408,0,0.22,5,11,38,50,335
451409,0,0.35,5,0,33,57,518
451410,0,0.8,10,15,52,50,54
451411,0,0.86,6,9,29,95,11
451412,0,0.01,6,0,63,50,8
451413,0,0.21,4,1,48,50,1329
451414,0,0.76,7,0,44,50,4220
451415,0,0.08,6,6,26,90,4116
451416,0,0.08,5,8,33,50,388
451417,0,0.28,8,17,20,90,105
451418,0,0.09,9,14,53,50,1199
451419,0,1.0,4,6,50,50,1294
451420,0,0.56,6,10,36,57,837
451421,0,0.03,6,5,46,50,399
451422,0,0.2,7,8,39,50,159
451423,1,0.9,7,8,56,85,516
451424,0,0.07,11,0,34,54,613
451425,0,0.07,5,0,53,50,91
451426,0,0.45,5,5,31,57,1162
451427,0,1.0,6,9,28,50,102
451428,0,0.13,6,0,34,54,11
451429,0,0.21,10,2,37,50,195
451430,0,0.08,8,20,52,50,334
451431,0,1.0,4,1,61,50,1313
451432,0,0.28,10,4,44,50,10
451433,0,0.37,6,1,29,64,307
451434,0,0.005479452,6,15,42,50,84
451435,0,0.74,6,7,32,50,104
451436,0,0.28,5,16,35,51,3657
451437,0,0.38,9,30,27,72,1699
451438,0,1.0,7,11,30,76,1385
451439,0,0.63,9,10,39,50,20
451440,0,1.0,5,1,47,50,213
451441,0,0.78,4,16,42,50,141
451442,0,1.0,6,5,38,85,1260
451443,0,1.0,6,14,44,50,102
451444,0,0.76,6,2,46,50,1753
451445,0,1.0,4,6,22,85,533
451446,0,0.08,6,6,28,60,721
451447,0,1.0,5,4,33,54,57
451448,0,0.33,5,7,41,50,4116
451449,0,0.37,6,1,26,90,136
451450,1,1.0,5,5,38,85,55
451451,0,0.58,5,12,24,90,1296
451452,0,0.03,6,3,55,50,139
451453,0,0.08,4,20,55,50,1313
451454,1,1.0,7,11,43,50,15
451455,0,0.2,11,2,52,50,51
451456,0,0.45,5,6,59,50,3301
451457,0,0.1,7,1,45,50,111
451458,0,0.14,4,2,49,50,128
451459,0,0.45,6,12,48,50,59
451460,0,0.09,10,0,30,57,1006
451461,0,0.15,7,4,61,50,31
451462,0,1.0,4,2,58,50,473
451463,0,1.0,4,12,46,50,55
451464,1,0.56,4,0,39,100,1220
451465,0,1.0,12,3,37,50,1410
451466,0,0.83,5,4,48,50,335
451467,0,0.03,4,0,55,50,10477
451468,0,0.51,6,2,30,54,1054
451469,0,0.07,5,0,41,68,521
451470,0,0.53,6,13,29,106,9096
451471,0,0.5,4,4,72,50,140
451472,0,0.74,6,6,42,50,53
451473,0,0.11,7,7,60,51,4116
451474,0,0.44,6,7,32,100,4059
451475,0,1.0,5,8,31,50,144
451476,0,1.0,5,12,78,50,405
451477,0,0.35,6,13,40,71,4116
451478,0,1.0,7,10,23,90,3688
451479,0,0.02,9,2,33,57,45
451480,0,1.0,6,6,66,50,146
451481,1,0.94,6,8,55,57,2715
451482,0,0.33,6,3,25,85,1313
451483,0,0.2,7,15,63,50,831
451484,0,0.78,4,3,45,50,2526
451485,0,0.27,7,10,35,51,62
451486,0,0.02,11,0,59,50,104
451487,0,1.0,6,13,50,58,118
451488,0,0.08,7,19,37,50,1127
451489,0,0.41,6,6,27,76,1217
451490,1,1.0,8,2,52,55,298
451491,0,0.07,4,2,44,76,5460
451492,0,1.0,7,1,58,50,167
451493,0,0.74,6,10,32,76,2733
451494,0,0.26,6,5,53,50,66
451495,0,0.12,8,13,67,50,76
451496,0,0.2,7,10,24,100,3657
451497,0,0.04,6,2,25,68,137
451498,0,1.0,5,18,51,50,170
451499,0,1.0,6,15,71,50,393
451500,1,1.0,6,7,69,79,203
451501,0,0.55,7,3,35,90,3301
451502,0,0.22,9,0,35,64,4059
451503,0,1.0,9,9,58,50,881
451504,0,0.58,6,11,38,50,44
451505,0,1.0,6,7,47,50,204
451506,0,0.59,11,12,28,100,1719
451507,0,0.07,5,3,35,90,2120
451508,0,0.25,8,5,51,50,29
451509,0,0.73,5,1,53,90,120
451510,0,0.08,6,2,37,54,490
451511,0,1.0,8,9,57,50,534
451512,0,1.0,7,9,53,50,165
451513,0,0.83,4,3,42,50,453
451514,0,0.36,6,10,56,50,27000
451515,0,0.08,6,1,30,54,269
451516,0,0.04,4,5,29,76,1045
451517,0,0.3,8,13,58,85,3744
451518,0,0.07,7,1,72,50,626
451519,0,0.09,7,7,32,85,104
451520,0,0.5,10,17,52,50,3963
451521,0,0.2,4,10,51,56,1165
451522,1,0.53,4,0,34,57,1271
451523,0,1.0,4,13,35,50,399
451524,0,0.0027397260273972,6,1,30,64,1535
451525,0,0.19,5,1,20,100,269
451526,0,0.7,7,1,62,50,108
451527,0,0.23,7,1,53,50,3430
451528,0,0.5,5,4,36,57,71
451529,0,0.63,10,0,49,62,4762
451530,0,0.29,9,9,27,72,3317
451531,0,0.51,4,4,55,50,106
451532,0,0.3,5,1,53,50,1521
451533,0,0.72,4,2,30,50,52
451534,0,1.0,7,6,40,50,30
451535,0,0.45,6,1,55,50,35
451536,0,0.08,5,3,31,64,27
451537,0,0.49,7,18,43,50,2733
451538,0,0.08,9,10,42,80,4762
451539,0,1.0,4,7,47,50,2252
451540,0,1.0,5,16,55,50,58
451541,0,0.07,9,6,31,100,97
451542,0,0.01,10,6,48,60,5449
451543,0,0.58,4,12,48,50,153
451544,0,1.0,4,3,53,50,91
451545,0,1.0,11,3,58,50,115
451546,0,0.72,11,2,37,50,332
451547,0,0.95,5,1,57,50,1962
451548,0,0.91,5,16,33,72,290
451549,0,1.0,7,9,61,50,203
451550,0,1.0,6,9,50,50,405
451551,0,0.69,6,10,31,80,1103
451552,0,0.91,5,1,21,95,182
451553,0,0.12,7,1,36,50,84
451554,0,1.0,12,1,69,50,91
451555,0,0.38,4,0,27,100,85
451556,0,0.33,7,6,53,50,3457
451557,0,0.57,11,5,41,50,48
451558,0,0.59,6,14,48,72,312
451559,0,0.08,6,7,61,50,76
451560,0,0.33,6,4,28,54,29
451561,0,1.0,5,9,33,51,37
451562,0,0.21,5,13,43,50,3021
451563,0,0.3,6,1,49,50,37
451564,0,0.08,7,10,34,106,1326
451565,0,0.07,10,5,31,60,398
451566,0,0.63,10,4,57,50,13520
451567,0,1.0,6,7,77,68,713
451568,0,0.36,7,4,59,50,3708
451569,0,0.16,8,6,23,80,242
451570,0,0.74,7,16,39,67,282
451571,0,0.06,7,0,41,50,324
451572,0,1.0,6,13,40,50,27
451573,0,0.31,7,3,45,50,422
451574,0,0.02,7,3,56,50,54
451575,0,0.2,10,10,45,57,4128
451576,0,1.0,6,8,44,50,10
451577,0,1.0,4,2,36,54,48
451578,0,0.4,7,13,25,100,2007
451579,0,0.19,7,6,56,50,11
451580,0,0.87,9,8,42,51,4685
451581,0,0.08,7,12,54,50,35
451582,0,0.32,6,13,32,64,745
451583,0,0.5,5,3,46,72,16284
451584,0,0.05,6,4,46,50,112
451585,1,0.86,10,10,22,90,2885
451586,0,0.2,9,10,49,50,19
451587,0,1.0,6,11,77,50,3628
451588,0,0.13,4,2,64,50,45
451589,1,0.49,6,7,41,56,105
451590,0,0.21,6,9,24,90,591
451591,0,1.0,5,5,49,50,511
451592,0,0.24,7,13,50,62,198
451593,0,0.08,11,0,59,50,1526
451594,0,0.47,10,14,34,76,1472
451595,0,1.0,5,14,43,50,13
451596,0,0.94,6,10,36,50,1101
451597,0,1.0,4,15,65,50,634
451598,0,1.0,6,12,25,72,122
451599,0,0.53,9,7,38,50,132
451600,0,0.07,8,3,48,50,1982
451601,0,0.49,7,5,61,50,776
451602,0,0.66,7,8,54,50,214
451603,0,0.11,7,2,46,50,1326
451604,0,1.0,7,9,38,50,114
451605,0,0.63,7,0,67,50,3317
451606,0,0.07,5,2,37,57,269
451607,0,0.25,7,4,67,50,240
451608,0,0.53,7,7,39,50,106
451609,0,0.5,10,15,49,50,81
451610,0,0.56,8,10,57,50,17
451611,0,0.61,6,9,50,50,23
451612,0,0.86,6,3,24,80,9307
451613,0,0.78,8,4,50,72,1384
451614,0,1.0,4,2,69,50,2044
451615,0,0.84,6,13,53,54,1314
451616,0,0.05,15,0,62,50,344
451617,1,1.0,5,2,37,50,402
451618,0,0.29,9,16,33,50,45
451619,0,0.95,6,1,32,57,863
451620,0,0.08,7,16,55,50,5460
451621,0,0.47,6,2,55,50,29
451622,0,0.24,6,6,28,60,16
451623,0,0.08,6,14,42,50,46
451624,0,0.33,5,10,29,64,2983
451625,0,0.03,11,10,41,62,27000
451626,0,0.41,4,0,65,50,27000
451627,0,0.86,6,2,53,50,84
451628,0,0.73,7,3,51,50,344
451629,0,0.83,6,4,33,90,4172
451630,0,1.0,6,11,42,50,1601
451631,0,0.91,6,7,64,50,5460
451632,0,0.69,5,0,46,50,43
451633,0,1.0,6,7,41,50,95
451634,0,0.72,5,4,68,50,634
451635,0,0.36,5,10,30,90,121
451636,0,0.73,6,12,68,50,10156
451637,0,0.02,4,0,65,50,898
451638,0,1.0,7,5,59,63,227
451639,0,1.0,6,4,27,60,60
451640,0,0.08,6,4,33,62,185
451641,0,0.88,10,6,39,50,435
451642,0,0.08,7,8,28,76,217
451643,0,0.49,6,1,47,50,4059
451644,0,0.13,8,2,31,57,498
451645,0,1.0,8,17,21,106,214
451646,0,0.08,5,11,53,50,27000
451647,0,1.0,6,8,65,50,983
451648,0,0.03,5,1,31,55,60
451649,0,1.0,7,14,77,50,9
451650,0,0.77,6,12,44,50,137
451651,0,0.75,8,0,53,68,645
451652,0,1.0,6,11,35,59,2575
451653,0,0.08,7,16,48,50,754
451654,0,1.0,6,7,30,60,12
451655,0,0.12,5,2,72,50,3430
451656,1,1.0,6,8,55,50,229
451657,0,1.0,7,6,59,50,186
451658,0,0.08,4,12,41,63,2648
451659,0,0.39,10,14,39,50,1153
451660,0,1.0,5,12,58,51,9307
451661,0,0.17,4,0,54,50,1629
451662,1,0.75,8,7,73,50,8
451663,0,0.56,5,12,39,50,30
451664,0,0.2,8,3,63,50,105
451665,1,0.19,4,1,26,100,2767
451666,0,1.0,7,15,52,50,763
451667,0,0.07,5,3,25,76,8
451668,0,0.48,9,2,46,50,152
451669,0,1.0,8,6,45,55,75
451670,0,0.38,8,10,51,50,89
451671,1,0.74,8,2,33,118,4172
451672,0,1.0,6,4,44,50,461
451673,0,0.08,6,12,33,80,54
451674,0,0.12,15,0,34,80,47
451675,0,1.0,7,9,49,50,4972
451676,0,1.0,6,9,51,50,27
451677,0,0.08,4,2,43,50,99
451678,0,0.0082191780821917,8,2,34,51,1328
451679,0,0.9,5,4,37,50,2415
451680,0,1.0,8,13,61,50,12
451681,0,1.0,8,14,43,50,56
451682,0,0.0054794520547945,4,1,54,50,26
451683,0,0.05,7,1,39,50,334
451684,0,0.54,5,17,51,50,405
451685,0,0.83,7,2,70,50,121
451686,0,1.0,5,12,38,54,71
451687,0,0.38,6,11,41,60,16
451688,1,0.76,6,2,35,50,388
451689,0,0.54,7,0,55,50,50
451690,0,0.05,7,1,65,50,72
451691,0,0.63,15,0,34,50,1165
451692,0,0.64,4,2,45,90,26
451693,0,0.37,5,21,35,50,511
451694,0,1.0,9,11,41,50,461
451695,0,0.03,7,5,41,95,634
451696,1,1.0,9,7,65,50,2733
451697,1,1.0,7,6,47,50,67
451698,0,1.0,7,19,51,50,21
451699,0,0.08,6,12,34,76,216
451700,0,0.01,5,3,33,50,15
451701,0,0.33,7,11,76,50,125
451702,0,0.13,10,7,47,50,625
451703,0,0.75,7,2,59,50,182
451704,0,0.8,8,0,56,50,1185
451705,0,0.57,11,14,58,50,1313
451706,0,0.45,6,9,53,50,59
451707,0,1.0,4,3,66,50,439
451708,0,0.17,7,4,25,76,3657
451709,0,1.0,5,5,35,50,332
451710,0,0.49,7,1,30,60,149
451711,0,0.2,4,14,76,50,153
451712,0,1.0,6,12,39,50,6736
451713,0,0.43,6,12,42,50,124
451714,0,0.05,9,0,48,54,4985
451715,0,0.72,10,0,40,50,1232
451716,1,0.39,4,6,29,72,406
451717,0,0.08,9,18,60,85,15725
451718,0,0.08,5,3,29,85,221
451719,0,0.18,8,1,57,50,21
451720,0,0.01,4,12,37,50,3240
451721,0,0.03,9,10,58,50,34
451722,0,0.25,7,6,47,50,3465
451723,0,0.64,8,16,30,85,983
451724,1,0.95,5,1,28,125,550
451725,0,0.04,5,1,50,50,4762
451726,0,1.0,6,8,84,80,1457
451727,0,1.0,7,2,33,50,8455
451728,0,0.8,10,0,70,50,12
451729,0,0.5,7,13,41,54,1753
451730,0,0.63,4,3,63,50,115
451731,0,0.27,5,8,25,76,721
451732,0,0.08,6,3,33,76,1309
451733,0,0.11,7,2,38,74,86
451734,0,0.74,7,2,74,50,19
451735,0,0.74,8,1,42,57,2674
451736,0,1.0,6,3,55,50,91
451737,0,0.33,6,15,21,100,3189
451738,0,1.0,4,7,73,112,118
451739,1,0.24,10,0,61,72,5433
451740,0,0.64,10,15,41,50,447
451741,0,0.6,5,1,47,50,54
451742,0,0.87,11,2,69,50,528
451743,0,1.0,4,11,32,57,64
451744,0,1.0,14,5,40,50,363
451745,0,0.0054794520547945,13,14,38,52,3866
451746,0,0.83,6,11,26,80,96
451747,0,1.0,5,7,55,50,151
451748,0,0.59,4,6,26,68,41
451749,0,0.79,7,7,28,60,854
451750,0,0.34,8,0,69,50,610
451751,0,1.0,7,19,41,50,149
451752,0,0.58,9,4,39,50,79
451753,0,0.08,7,16,44,64,66
451754,0,0.14,8,2,33,50,343
451755,0,1.0,4,6,35,60,2019
451756,0,0.88,6,2,49,52,252
451757,0,0.7,7,14,42,50,86
451758,0,0.16,7,2,35,53,3301
451759,0,0.97,5,8,38,57,679
451760,0,0.51,6,8,41,50,1847
451761,0,0.87,4,2,40,54,581
451762,0,0.95,5,9,46,57,374
451763,1,0.58,11,1,57,50,2658
451764,0,0.71,4,5,54,50,604
451765,0,0.08,4,22,59,51,670
451766,0,0.47,5,4,21,118,3233
451767,1,0.66,7,8,52,50,10068
451768,0,0.51,5,7,31,106,50
451769,0,1.0,5,5,31,51,1054
451770,0,1.0,7,2,50,56,155
451771,0,0.27,6,6,29,80,1005
451772,0,0.97,6,5,39,95,171
451773,0,0.15,11,1,32,63,13520
451774,0,1.0,7,17,20,90,384
451775,0,0.03,12,5,62,50,68
451776,0,0.08,6,13,28,60,206
451777,0,1.0,4,9,70,57,164
451778,0,0.67,7,4,35,54,58
451779,0,0.17,11,0,40,50,24
451780,1,0.32,8,7,39,64,796
451781,0,0.24,5,12,39,90,372
451782,0,1.0,6,9,52,63,747
451783,0,0.37,6,10,40,50,71
451784,0,0.08,7,0,54,53,5360
451785,0,0.41,7,1,77,55,4348
451786,0,0.08,5,6,24,85,3963
451787,0,0.49,5,8,37,72,1326
451788,0,0.66,10,1,74,50,70
451789,0,0.46,6,7,40,85,8880
451790,0,0.06,5,2,39,50,71
451791,0,0.45,7,2,68,64,59
451792,0,0.62,10,0,32,50,27000
451793,1,0.13,7,11,64,50,12
451794,0,0.95,7,12,48,85,2740
451795,0,0.3,6,3,22,156,161
451796,0,0.75,4,11,30,72,39
451797,0,1.0,7,6,61,50,674
451798,0,0.08,6,1,50,50,745
451799,0,1.0,6,14,54,50,65
451800,1,0.63,7,0,51,50,45
451801,0,0.05,5,3,24,95,2795
451802,0,0.26,7,3,29,76,354
451803,0,1.0,7,6,77,50,72
451804,0,0.21,10,3,52,52,7634
451805,0,1.0,6,15,45,50,29
451806,0,0.08,8,7,49,68,522
451807,0,0.08,10,13,63,50,1326
451808,0,1.0,6,7,32,50,91
451809,0,1.0,6,2,30,72,206
451810,0,0.79,4,8,25,54,66
451811,0,0.03,4,11,53,50,983
451812,0,0.25,4,0,55,50,555
451813,0,0.21,4,13,23,90,24
451814,0,0.17,7,10,42,50,626
451815,0,1.0,5,2,77,50,213
451816,0,0.5,6,11,37,50,563
451817,0,0.92,7,18,35,76,66
451818,0,0.63,8,1,58,50,851
451819,0,1.0,6,2,33,60,75
451820,0,0.86,4,18,51,50,50
451821,0,0.08,4,13,35,60,1699
451822,0,1.0,4,16,30,72,369
451823,0,0.07,6,12,22,100,295
451824,0,0.27,7,19,39,50,465
451825,0,0.08,6,8,38,64,1609
451826,0,0.03,7,5,51,50,1326
451827,0,0.29,5,1,43,50,2703
451828,0,1.0,7,12,51,58,3688
451829,0,0.74,6,8,26,95,37
451830,0,0.73,5,1,54,50,204
451831,0,0.34,8,13,22,100,3866
451832,1,1.0,6,14,52,74,340
451833,0,0.89,4,1,48,50,56
451834,0,1.0,4,4,71,50,3688
451835,0,0.97,12,7,38,50,25
451836,0,0.29,11,0,39,77,247
451837,0,0.97,6,9,46,50,1326
451838,0,0.38,6,14,78,54,821
451839,0,0.09,7,1,32,60,3708
451840,0,1.0,6,1,27,60,40
451841,0,0.26,5,12,45,90,4982
451842,0,0.5,8,4,64,50,136
451843,0,0.64,9,9,39,68,563
451844,0,1.0,9,9,54,50,30
451845,0,0.53,9,2,42,54,286
451846,0,0.25,6,14,33,90,1326
451847,0,0.33,5,6,48,50,1313
451848,0,0.32,9,0,43,64,127
451849,0,1.0,4,1,76,50,196
451850,0,0.49,6,8,31,90,3688
451851,0,0.41,6,14,48,80,342
451852,0,0.92,10,11,53,54,1289
451853,0,0.38,7,1,44,50,446
451854,0,0.15,4,15,50,60,57
451855,0,1.0,7,4,65,50,1601
451856,0,1.0,10,14,42,50,1232
451857,0,0.03,4,3,65,112,3301
451858,0,0.08,6,9,53,50,320
451859,0,0.58,4,20,41,50,14
451860,0,0.49,7,4,53,50,30
451861,0,1.0,7,13,19,50,78
451862,0,0.91,7,12,74,50,583
451863,0,0.41,5,3,34,50,27
451864,0,0.21,4,1,48,50,548
451865,0,0.04,5,13,35,54,1313
451866,0,0.29,4,0,26,68,6689
451867,0,1.0,5,8,48,50,25
451868,0,0.54,7,1,29,68,675
451869,1,1.0,11,4,37,59,4116
451870,0,1.0,7,12,68,50,41
451871,0,0.45,6,8,27,112,646
451872,0,0.59,5,0,41,68,713
451873,0,0.5,10,8,59,64,1871
451874,0,0.01,9,4,37,90,3657
451875,0,0.08,6,1,60,50,3301
451876,0,1.0,5,21,54,50,1313
451877,0,0.25,6,9,26,118,4348
451878,0,0.34,6,7,36,54,16
451879,0,0.71,4,10,51,76,5376
451880,0,0.42,6,7,27,80,186
451881,0,0.4,10,4,66,50,5433
451882,0,1.0,7,2,60,50,359
451883,0,1.0,5,3,31,85,1313
451884,0,0.08,5,14,32,64,380
451885,0,1.0,6,7,34,57,94
451886,0,1.0,9,13,69,69,44
451887,0,0.28,7,5,59,50,354
451888,0,0.49,9,8,22,80,4456
451889,0,0.08,7,6,76,50,13
451890,0,1.0,5,1,42,66,186
451891,0,0.29,6,1,62,50,342
451892,0,0.04,8,2,43,50,533
451893,0,0.97,9,0,48,50,4116
451894,0,0.3,7,0,68,50,49
451895,0,0.43,6,4,43,50,91
451896,0,0.3,10,4,30,76,2715
451897,0,0.91,4,11,62,50,109
451898,0,0.08,6,2,29,68,520
451899,0,1.0,6,7,50,50,301
451900,0,0.28,9,9,36,75,1753
451901,0,0.36,5,2,37,72,2740
451902,0,1.0,5,11,38,50,3238
451903,0,0.16,7,9,45,51,1054
451904,0,0.15,5,14,51,50,493
451905,1,0.73,8,16,27,90,23
451906,0,0.08,7,10,48,51,1055
451907,0,0.08,6,9,45,95,3317
451908,0,0.1,5,9,22,90,167
451909,0,0.08,7,1,30,72,1445
451910,1,1.0,7,12,74,50,51
451911,0,0.08,8,2,32,50,8455
451912,0,0.75,5,5,22,100,2032
451913,0,0.21,5,14,56,50,5433
451914,0,0.49,7,8,20,100,16
451915,0,1.0,5,4,35,54,23
451916,0,0.37,6,6,32,65,3744
451917,0,1.0,6,6,46,50,1313
451918,0,1.0,4,9,30,64,756
451919,0,0.49,7,3,56,53,81
451920,0,1.0,7,12,45,50,45
451921,0,0.16,7,15,20,100,28
451922,1,0.53,7,10,57,50,25
451923,0,0.06,7,3,77,50,9817
451924,0,0.08,5,6,41,61,824
451925,0,0.95,5,18,48,63,44
451926,0,1.0,12,1,58,50,161
451927,0,1.0,7,21,58,50,70
451928,0,0.51,7,6,54,50,310
451929,0,0.24,6,7,52,50,24
451930,0,0.3,10,3,29,76,2715
451931,0,0.08,7,4,53,50,4253
451932,0,1.0,7,5,70,50,30
451933,0,1.0,10,11,66,50,2715
451934,0,0.83,10,4,44,50,9
451935,0,1.0,4,15,40,50,25
451936,0,0.7,6,6,41,67,5467
451937,0,1.0,5,9,58,50,1127
451938,0,0.21,6,12,43,50,27
451939,0,1.0,6,2,55,50,1287
451940,0,0.43,4,1,27,72,1541
451941,0,0.05,7,0,55,50,1313
451942,0,1.0,5,7,58,50,15
451943,0,0.25,6,10,53,50,38
451944,0,0.55,6,16,59,50,14
451945,0,0.08,6,6,64,63,4128
451946,0,0.43,6,8,33,95,1363
451947,0,0.16,6,1,29,60,56
451948,0,0.08,8,3,41,68,824
451949,1,0.8,6,0,63,50,124
451950,0,0.08,6,13,42,50,100
451951,0,0.36,7,3,38,50,42
451952,0,0.14,5,0,31,50,8455
451953,0,0.44,11,12,65,50,4762
451954,0,0.58,11,1,35,50,25
451955,0,0.15,5,3,26,80,222
451956,0,0.04,6,6,51,81,127
451957,0,1.0,6,3,45,50,94
451958,0,0.23,7,17,35,51,5449
451959,0,1.0,7,2,60,50,15
451960,0,0.78,5,10,26,125,1767
451961,0,0.08,7,8,35,50,165
451962,1,0.16,5,10,49,50,342
451963,0,0.37,7,15,33,100,1191
451964,0,0.74,6,8,30,64,1165
451965,0,1.0,4,18,51,50,41
451966,0,0.85,9,3,40,50,53
451967,0,0.03,10,8,42,50,94
451968,0,0.33,4,6,46,50,2415
451969,0,1.0,7,8,52,50,97
451970,0,0.27,7,3,27,85,45
451971,0,1.0,8,6,43,58,522
451972,0,0.24,4,19,27,100,155
451973,0,0.43,8,11,46,64,133
451974,0,0.33,7,7,59,54,269
451975,0,0.83,7,1,66,50,649
451976,0,0.05,5,7,28,80,2002
451977,0,0.07,6,0,56,50,1440
451978,0,0.45,5,13,42,85,8346
451979,0,1.0,11,8,52,50,495
451980,0,1.0,6,21,44,50,609
451981,0,1.0,6,7,30,51,42
451982,0,0.44,6,9,24,100,411
451983,0,0.5,7,0,30,60,245
451984,0,0.36,4,4,45,50,324
451985,0,0.44,8,3,40,51,2715
451986,0,0.8,5,1,56,50,105
451987,0,0.62,7,4,56,50,15
451988,0,0.08,6,1,46,50,2399
451989,0,0.17,4,10,35,56,428
451990,0,0.24,6,12,36,57,295
451991,0,0.56,6,3,49,64,15703
451992,0,0.78,7,3,24,90,46
451993,0,0.08,5,13,63,85,4348
451994,0,1.0,5,3,45,50,14
451995,0,0.1,4,0,31,64,3866
451996,1,0.37,13,11,43,77,1326
451997,0,1.0,6,3,41,60,3021
451998,0,0.74,7,16,65,50,73
451999,0,1.0,7,6,68,50,3688
452000,0,1.0,4,16,66,50,76
452001,0,0.68,7,9,54,50,23
452002,1,1.0,5,16,29,71,222
452003,0,0.05,7,7,50,52,57
452004,0,0.18,5,8,36,80,13520
452005,0,0.6,5,9,35,50,1881
452006,0,0.53,5,1,51,55,507
452007,0,0.0027397260273972,4,4,23,90,721
452008,1,0.83,6,3,45,50,270
452009,0,1.0,4,13,39,50,1232
452010,0,0.31,6,1,26,68,406
452011,0,0.18,4,1,59,62,247
452012,0,0.01,6,13,43,50,3021
452013,0,1.0,4,1,27,60,34
452014,0,0.24,4,12,60,50,251
452015,0,0.07,7,14,44,50,511
452017,0,0.05,10,1,42,71,25
452018,0,0.08,13,5,31,80,167
452019,0,0.0082191780821917,6,9,37,50,157
452020,0,1.0,6,3,36,60,115
452021,0,1.0,5,10,57,50,12
452022,0,0.1,6,10,53,50,3744
452023,0,1.0,4,12,44,50,27
452024,0,0.24,5,13,31,68,79
452025,0,1.0,6,7,65,50,229
452026,0,0.79,7,1,24,72,213
452027,0,1.0,7,6,57,50,75
452028,0,0.6,7,0,37,56,1601
452029,0,0.2,8,5,31,54,1495
452030,0,0.44,4,9,39,57,68
452031,0,0.01,4,8,69,50,64
452032,0,0.08,9,13,27,68,417
452033,0,0.61,4,2,54,50,824
452034,0,0.07,9,2,35,80,395
452035,0,0.45,6,10,37,50,5353
452036,0,1.0,4,5,53,50,57
452037,0,0.81,10,12,48,50,200
452038,0,0.48,5,2,30,76,399
452039,0,0.33,7,9,28,60,41
452040,0,0.7,11,1,54,50,4810
452041,0,0.98,7,25,49,50,38
452042,0,0.43,12,0,70,59,300
452043,0,0.33,5,4,32,100,1216
452044,0,0.33,9,8,46,71,98
