,BonusMalus,Exposure,VehAge,VehBrand_B12,DrivAge,VehPower,VehGas_Regular,Density
538337,100,0.47,13,0,40,6,0,1313
538338,68,0.26,7,0,34,7,0,3866
538339,50,0.17,6,0,40,11,0,323
538340,50,0.36,1,1,45,12,0,130
538341,50,0.9,13,0,35,8,0,43
538342,50,1.0,5,0,34,6,0,4348
538343,57,0.23,10,0,36,5,0,2586
538344,50,0.42,0,1,59,5,0,2859
538345,50,0.87,2,1,35,6,1,27000
538346,50,0.08,13,0,31,6,0,98
538347,64,0.07,10,0,38,5,0,1381
538348,50,0.07,1,0,48,6,0,2163
538349,90,1.0,2,0,36,6,1,37
538350,50,0.13,2,1,49,6,1,2032
538351,72,0.96,4,1,54,5,1,4762
538352,50,1.0,13,0,41,6,0,175
538353,57,1.0,9,0,30,6,0,172
538354,81,0.6,0,0,67,7,1,4972
538355,72,0.16,7,0,32,5,1,149
538356,50,1.0,11,0,54,7,0,4762
538357,50,0.01,3,1,50,8,0,661
538358,50,0.002739726,1,1,48,6,0,1662
538359,72,0.21,1,1,33,8,0,6308
538360,50,1.0,5,0,49,4,1,1313
538361,50,1.0,8,0,57,6,1,30
538362,50,1.0,4,0,43,8,0,262
538363,80,0.75,5,0,21,5,0,11
538364,80,1.0,9,0,27,9,1,177
538365,50,1.0,14,0,49,7,0,298
538366,76,0.42,7,0,28,5,1,84
538367,50,0.24,7,1,44,6,1,572
538368,50,0.7,4,1,35,8,0,78
538369,50,0.49,8,0,42,12,0,4348
538370,63,0.53,4,1,34,5,1,1604
538371,57,1.0,18,0,38,6,0,405
538372,50,0.01,10,0,59,5,0,112
538373,54,0.08,5,0,31,6,1,31
538374,50,0.38,6,0,53,11,1,2694
538375,52,0.28,2,1,70,6,0,155
538376,50,0.1,1,0,34,5,0,42
538377,50,0.27,1,1,65,11,0,935
538378,50,0.03,9,1,45,10,1,277
538379,50,0.54,1,1,50,4,0,66
538380,50,0.54,5,0,49,5,1,214
538381,50,0.7,2,1,39,8,0,6485
538382,50,1.0,10,0,44,7,1,90
538383,50,1.0,15,0,38,4,1,1064
538384,50,0.83,18,0,75,5,0,84
538385,60,1.0,14,0,60,7,1,3321
538386,64,0.45,8,1,52,6,0,820
538387,50,0.16,6,0,54,6,0,405
538388,50,1.0,8,0,54,5,1,149
538389,76,1.0,12,0,29,6,0,1408
538390,50,0.54,5,0,48,5,0,42
538391,72,0.72,10,0,38,6,1,776
538392,50,0.18,4,1,56,7,1,316
538393,95,0.28,0,1,23,4,0,758
538394,100,0.96,16,0,19,7,0,86
538395,50,0.44,5,0,54,5,0,1579
538396,50,0.36,5,1,76,6,1,152
538397,80,0.14,7,0,25,6,0,3301
538398,72,0.03,2,0,29,7,1,1267
538399,50,0.48,3,0,54,4,1,3744
538400,90,0.57,4,0,69,7,1,105
538401,100,0.15,11,0,46,6,0,741
538402,50,0.59,12,0,20,4,1,13
538403,57,1.0,1,0,36,6,0,26
538404,50,1.0,11,0,39,6,1,53
538405,50,0.41,6,0,40,6,0,137
538406,50,0.11,3,0,39,7,1,3055
538407,50,0.23,3,1,46,9,1,4579
538408,100,0.08,16,0,20,7,1,1309
538409,50,0.4,2,1,53,11,0,568
538410,51,0.79,3,1,32,4,1,79
538411,80,1.0,4,0,27,7,1,165
538412,50,0.12,3,1,43,5,1,793
538413,68,0.74,14,0,28,6,0,3866
538414,50,0.24,10,0,35,5,1,3214
538415,50,0.23,14,0,54,8,0,3963
538416,50,0.12,7,0,52,5,0,21
538417,50,0.08,9,0,66,10,0,1326
538418,50,0.2,6,1,45,12,0,66
538419,57,0.81,4,0,38,5,0,109
538420,50,1.0,6,0,78,7,1,9
538421,50,0.06,4,1,59,5,1,2472
538422,50,0.71,1,1,71,7,0,29
538423,85,0.53,8,0,28,6,0,8549
538424,50,1.0,7,0,45,4,1,5877
538425,50,0.32,14,0,63,4,0,82
538426,50,0.01,0,1,43,8,0,44
538427,50,0.74,2,1,70,4,1,3744
538428,60,0.03,0,0,34,11,0,522
538429,50,0.08,6,0,41,7,0,679
538430,50,1.0,16,0,56,7,0,21
538431,72,1.0,14,0,55,6,0,575
538432,60,0.46,10,0,41,5,1,115
538433,76,0.08,10,0,49,6,1,233
538434,67,0.63,4,1,46,4,1,1324
538435,100,0.05,2,0,23,4,0,6511
538436,50,0.26,3,0,35,7,0,1313
538437,50,0.49,3,1,69,7,0,4348
538438,50,0.02,0,0,32,7,0,674
538439,90,0.45,1,0,29,5,0,68
538440,50,0.4,1,1,56,7,1,4128
538441,60,0.16,19,0,27,8,0,90
538442,50,0.06,0,1,49,4,1,26
538443,72,0.32,3,0,29,5,0,91
538444,64,0.08,3,0,43,7,1,3744
538445,80,0.45,0,1,26,4,0,4982
538446,62,0.08,2,0,53,6,1,3963
538447,76,0.12,7,0,27,7,1,125
538448,50,0.07,0,1,48,4,1,95
538449,58,0.49,6,0,54,10,1,27000
538450,50,1.0,8,0,55,6,0,295
538451,50,1.0,1,0,56,7,0,8455
538452,50,1.0,8,0,62,6,0,1267
538453,50,1.0,5,0,50,7,1,593
538454,75,0.32,9,0,37,6,0,1601
538455,60,0.08,15,0,41,5,1,404
538456,50,0.06,10,0,42,4,1,253
538457,50,1.0,9,0,64,7,0,983
538458,50,1.0,3,0,44,7,1,64
538459,90,0.49,10,0,26,6,0,800
538460,50,0.22,17,0,35,8,0,84
538461,50,0.3,24,0,46,8,0,25
538462,50,1.0,9,0,34,12,1,79
538463,50,0.45,3,1,61,4,1,3317
538464,50,0.08,10,0,39,5,1,158
538465,50,0.58,1,1,46,4,1,107
538466,50,0.12,2,1,46,7,1,8346
538467,100,0.83,16,0,31,9,0,9307
538468,72,0.16,1,0,27,6,0,23
538469,50,1.0,7,0,54,5,0,56
538470,50,0.5,12,0,62,7,0,171
538471,51,1.0,6,0,35,7,1,3541
538472,50,1.0,9,0,42,6,0,172
538473,60,1.0,9,0,31,6,0,30
538474,50,1.0,3,0,56,7,0,50
538475,67,0.33,12,0,47,4,0,4479
538476,90,0.09,1,0,22,8,0,165
538477,50,1.0,2,1,45,7,0,166
538478,50,1.0,13,0,72,7,0,3688
538479,50,0.05,5,0,70,7,1,568
538480,50,1.0,13,0,76,7,0,32
538481,51,0.41,8,0,37,4,1,227
538482,50,0.96,6,0,52,6,0,617
538483,51,1.0,7,0,54,5,1,1064
538484,95,0.81,8,0,36,4,1,1291
538485,52,0.15,1,1,64,4,1,2537
538486,76,0.02,0,0,26,6,0,59
538487,50,0.22,3,1,51,11,0,22
538488,50,0.3,3,0,51,7,0,405
538489,50,0.16,9,0,50,9,1,75
538490,50,0.18,0,1,63,7,0,9307
538491,50,0.41,14,0,56,11,1,1326
538492,64,0.17,9,0,54,7,0,1408
538493,50,1.0,4,0,60,5,0,14
538494,68,0.1,15,0,31,4,0,213
538495,72,0.01,0,1,33,4,0,204
538496,57,1.0,11,1,64,7,1,8455
538497,50,1.0,2,0,77,4,1,473
538498,90,0.08,4,0,25,6,1,269
538499,50,0.1,4,1,72,12,1,93
538500,125,0.31,14,0,29,5,1,1054
538501,100,0.49,10,0,20,6,0,516
538502,50,0.65,2,1,52,8,0,332
538503,50,0.29,1,1,60,4,0,58
538504,90,0.25,3,0,32,7,1,1445
538505,50,1.0,7,0,48,7,1,634
538506,50,1.0,5,0,67,5,1,31
538507,68,0.28,11,0,65,6,1,3657
538508,50,1.0,10,0,47,5,0,94
538509,50,0.82,9,0,46,5,0,12
538510,90,0.45,11,0,57,4,1,12374
538511,50,1.0,10,0,69,6,0,32
538512,50,0.12,17,0,41,10,1,105
538513,68,0.08,3,0,34,6,1,824
538514,62,0.33,0,0,65,6,0,41
538515,50,0.83,8,0,45,4,1,53
538516,55,0.66,2,0,48,5,1,97
538517,50,0.1,16,0,36,7,0,42
538518,50,1.0,4,1,62,10,1,22
538519,50,0.75,6,0,47,5,1,1055
538520,50,1.0,12,0,79,7,1,1182
538521,118,0.0027322404371584,0,1,27,4,1,646
538522,50,0.44,0,1,62,7,0,516
538523,77,0.38,13,0,55,7,0,105
538524,63,0.22,0,1,41,4,0,421
538525,58,0.59,5,1,54,7,1,38
538526,95,0.15,0,1,22,7,1,1185
538527,72,0.08,4,0,29,8,0,592
538528,50,0.24,6,0,57,11,1,1385
538529,50,1.0,8,0,39,6,0,240
538530,62,1.0,3,1,43,7,1,1541
538531,50,0.54,2,1,40,4,1,185
538532,50,0.22,5,0,67,7,0,109
538533,50,1.0,8,0,50,5,0,376
538534,72,1.0,13,0,25,5,1,22669
538535,60,1.0,17,0,55,7,1,454
538536,50,0.24,3,0,51,12,0,987
538537,68,0.83,3,0,65,5,0,22
538538,50,1.0,8,0,35,10,0,9802
538539,64,0.42,14,0,28,5,0,247
538540,50,0.34,13,0,40,6,0,53
538541,90,1.0,6,0,67,9,1,38
538542,50,0.0027397260273972,0,1,50,8,0,640
538543,50,0.62,13,0,51,6,1,27000
538544,68,0.03,12,0,31,5,1,3744
538545,79,0.06,16,0,33,4,1,575
538546,50,0.53,1,1,58,4,1,170
538547,51,0.67,0,1,33,6,0,182
538548,72,0.2,17,0,28,11,1,138
538549,50,0.45,4,1,75,5,1,6157
538550,80,0.22,9,0,21,9,1,37
538551,50,0.29,8,0,33,7,0,722
538552,50,0.87,7,0,59,6,0,45
538553,50,0.99,14,0,37,6,1,133
538554,50,1.0,14,0,56,8,0,308
538555,54,0.31,7,0,33,5,0,124
538556,50,0.01,0,1,48,7,0,3317
538557,54,0.08,1,0,42,7,1,3708
538558,50,0.25,12,0,39,4,1,96
538559,50,0.43,0,1,44,5,0,1662
538560,51,0.07,7,0,33,7,0,272
538561,50,0.84,5,0,50,7,0,114
538562,50,0.04,2,1,54,7,0,6736
538563,95,0.15,13,0,34,6,0,1408
538564,50,1.0,6,0,82,5,1,105
538565,54,0.08,22,0,31,9,1,4939
538566,50,0.69,0,0,38,8,0,4762
538567,50,0.87,3,1,46,10,0,88
538568,95,0.46,1,1,45,4,0,225
538569,61,0.08,14,0,40,4,1,25
538570,68,0.33,13,0,43,6,0,25
538571,57,0.008219178,0,1,29,4,1,5831
538572,50,0.03,6,1,58,6,0,3541
538573,95,0.59,19,0,22,4,1,319
538574,85,1.0,9,0,25,10,1,564
538575,50,0.86,4,0,59,7,0,674
538576,54,0.08,2,1,32,8,0,71
538577,50,1.0,11,0,60,4,1,229
538578,80,0.43,8,0,47,5,1,2740
538579,50,0.42,7,0,43,5,1,89
538580,50,1.0,10,0,39,5,0,32
538581,50,1.0,11,0,51,6,0,81
538582,50,0.71,3,0,49,6,0,1135
538583,80,0.03,1,0,33,15,1,1313
538584,50,1.0,9,0,73,5,0,163
538585,50,0.08,7,0,45,6,0,269
538586,80,1.0,9,0,50,7,1,298
538587,80,0.09,5,0,30,9,1,32
538588,79,1.0,5,0,62,6,1,50
538589,50,0.33,2,1,52,7,1,211
538590,50,1.0,3,0,37,6,0,24
538591,63,0.74,7,0,36,5,0,2575
538592,50,1.0,16,0,45,6,0,69
538593,50,1.0,6,0,44,10,1,4348
538594,76,1.0,4,0,51,5,0,1457
538595,52,1.0,3,0,37,4,0,164
538596,68,0.25,12,0,27,7,1,74
538597,50,1.0,1,0,51,4,0,3744
538598,100,0.15,12,0,45,6,0,399
538599,50,0.43,12,0,50,10,1,3457
538600,50,0.54,6,1,41,7,1,522
538601,50,1.0,7,0,47,6,1,88
538602,50,0.08,8,0,42,6,0,646
538603,50,1.0,18,0,43,6,1,56
538604,50,1.0,5,0,66,6,1,1182
538605,90,0.41,9,0,39,4,1,1385
538606,50,0.46,4,0,53,5,1,374
538607,50,0.17,14,0,60,6,1,1943
538608,76,0.02,16,0,30,4,1,17
538609,76,0.02,8,0,51,7,1,261
538610,50,0.62,17,0,43,4,1,2740
538611,100,0.26,10,0,23,5,0,1982
538612,50,0.85,1,1,60,4,1,315
538613,50,1.0,5,1,41,7,0,581
538614,64,0.03,0,0,26,7,1,47
538615,50,0.85,13,0,66,8,0,745
538616,80,1.0,16,0,41,10,1,1443
538617,50,1.0,11,0,56,6,0,634
538618,50,0.31,10,0,48,7,1,57
538619,50,0.5,8,0,67,7,1,5449
538620,80,0.08,14,0,42,5,0,4172
538621,93,0.04,3,1,55,9,1,18
538622,57,1.0,1,0,27,5,0,39
538623,50,0.24,1,0,48,4,0,1287
538624,50,0.005479452,0,1,45,5,1,3385
538625,95,0.34,15,0,60,7,0,399
538626,50,1.0,6,0,46,9,0,208
538627,50,1.0,6,0,84,7,1,473
538628,50,0.18,13,0,48,4,1,798
538629,65,0.53,1,0,26,5,0,1152
538630,50,1.0,10,0,66,4,1,2054
538631,54,0.48,10,0,32,6,1,57
538632,50,1.0,10,0,57,7,1,4762
538633,54,0.11,17,0,65,5,0,745
538634,50,1.0,15,0,55,9,1,12
538635,68,0.1,0,0,29,6,0,60
538636,50,0.63,10,0,37,4,0,1271
538637,64,0.03,0,1,31,8,0,4
538638,50,0.26,6,0,60,4,1,678
538639,64,0.06,2,1,27,6,1,118
538640,50,0.49,6,0,48,4,1,613
538641,50,1.0,10,0,59,9,1,276
538642,72,1.0,7,0,25,6,0,91
538643,80,1.0,14,0,21,5,1,109
538644,72,0.17,12,0,42,7,0,1541
538645,60,1.0,18,0,34,7,1,1006
538646,90,1.0,5,0,28,5,1,345
538647,80,0.75,7,0,25,6,1,1313
538648,50,1.0,6,0,77,5,1,57
538649,64,0.26,9,0,29,6,0,881
538650,90,0.66,5,0,29,6,0,3317
538651,50,0.59,1,1,62,10,1,104
538652,50,0.14,1,1,40,8,0,276
538653,100,1.0,7,0,56,7,1,282
538654,50,1.0,12,0,64,6,0,1006
538655,50,0.33,10,0,56,5,1,197
538656,100,0.21,3,0,36,4,1,2537
538657,50,0.18,11,0,46,6,1,270
538658,57,0.08,0,1,72,4,1,221
538659,50,0.75,0,0,54,8,0,16
538660,50,1.0,3,0,50,6,0,23
538661,50,0.07,4,0,48,14,1,1521
538662,85,0.5,8,0,28,6,0,1403
538663,62,0.9,16,0,51,8,1,473
538664,100,0.7,7,0,24,5,0,399
538665,90,0.81,7,1,41,9,0,875
538666,50,0.56,11,0,53,8,1,13
538667,50,1.0,14,0,53,6,0,40
538668,64,1.0,10,0,49,6,1,383
538669,50,0.7,28,0,67,7,1,126
538670,85,0.26,14,0,30,8,0,1329
538671,50,0.01,1,1,42,9,0,112
538672,50,1.0,13,0,51,6,0,22
538673,50,0.07,15,0,42,6,1,98
538674,50,0.01,0,1,46,4,1,575
538675,57,0.26,3,0,42,10,0,1704
538676,50,0.03,0,0,49,5,1,242
538677,50,1.0,9,0,36,10,0,9802
538678,50,0.35,0,0,55,7,1,27
538679,76,0.34,6,1,28,6,1,84
538680,75,0.69,14,0,33,6,1,27000
538681,112,0.04,6,0,35,6,0,2252
538682,50,1.0,6,0,61,6,0,1064
538683,51,0.58,2,1,39,7,0,4478
538684,80,0.03,3,1,53,5,1,57
538685,50,0.49,10,0,70,6,0,2906
538686,64,0.25,2,0,68,7,1,59
538687,71,1.0,5,0,34,10,0,1313
538688,50,1.0,14,0,54,6,0,4128
538689,50,0.4,10,0,60,5,0,4116
538690,54,1.0,13,0,30,6,1,745
538691,50,1.0,5,0,36,7,0,29
538692,50,0.82,5,0,31,5,0,75
538693,50,0.19,4,0,54,4,0,96
538694,72,0.86,16,0,55,9,1,1408
538695,52,0.5,9,0,37,5,1,1231
538696,50,0.03,15,0,46,7,1,3866
538697,50,0.44,6,0,68,6,0,109
538698,85,0.61,8,0,27,8,1,618
538699,72,1.0,9,0,31,7,1,983
538700,68,0.6,0,1,30,8,1,3744
538701,50,0.33,19,1,68,12,0,58
538702,52,0.46,2,1,51,4,1,1858
538703,50,1.0,9,0,67,6,1,15
538704,50,1.0,4,0,56,6,0,57
538705,65,0.02,0,1,42,11,0,207
538706,95,0.4,7,0,25,7,0,298
538707,95,0.92,9,0,22,4,1,363
538708,50,1.0,15,0,79,11,1,57
538709,50,1.0,11,0,35,10,1,3488
538710,95,0.08,6,0,36,6,0,6736
538711,50,1.0,1,0,67,4,0,378
538712,50,1.0,12,0,48,5,0,302
538713,90,0.52,1,0,25,7,1,165
538714,50,0.01,5,0,33,5,1,3317
538715,50,1.0,8,0,25,6,0,3857
538716,95,0.51,0,1,29,5,1,1054
538717,50,0.44,15,0,41,6,0,47
538718,76,0.0054794520547945,22,0,40,8,1,95
538719,50,0.16,10,0,54,4,1,1400
538720,50,0.38,2,1,43,7,0,1248
538721,50,0.8,5,1,48,5,1,824
538722,64,1.0,10,0,29,7,1,8455
538723,64,1.0,5,0,47,6,1,107
538724,50,0.02,6,1,42,6,1,96
538725,50,0.48,17,0,37,11,1,123
538726,50,0.7,5,0,34,7,0,520
538727,50,1.0,7,0,48,6,0,227
538728,72,0.55,5,0,28,5,1,415
538729,50,0.08,4,0,33,5,0,7259
538730,68,0.05,0,0,29,13,1,27000
538731,50,0.72,12,0,35,4,1,29
538732,50,0.06,7,0,45,6,0,20
538733,50,1.0,10,0,49,5,1,357
538734,50,0.75,4,0,66,7,0,237
538735,50,0.45,3,1,58,14,0,27000
538736,50,0.5,1,0,76,4,1,3301
538737,50,0.5,10,0,41,4,0,26
538738,50,0.45,6,0,47,5,0,431
538739,50,1.0,26,0,85,4,1,10
538740,50,0.0027397260273972,4,0,49,10,1,704
538741,50,1.0,2,0,57,7,1,34
538742,50,0.74,0,1,56,7,0,44
538743,72,0.05,2,1,25,6,1,309
538744,50,0.57,1,1,31,10,0,251
538745,50,0.26,13,0,47,4,1,102
538746,100,0.44,8,0,28,8,1,1818
538747,60,0.27,3,0,33,6,1,1541
538748,51,0.5,4,0,30,6,0,3657
538749,50,1.0,4,0,37,6,1,18
538750,50,0.2,3,1,74,6,1,1448
538751,50,0.45,1,1,50,5,1,1072
538752,76,0.26,5,0,28,5,0,31
538753,50,0.0027397260273972,2,0,41,7,0,108
538754,50,1.0,10,0,43,5,1,160
538755,50,1.0,5,1,45,7,1,46
538756,80,0.28,4,1,33,4,1,135
538757,50,0.9,16,0,39,5,1,13
538758,50,1.0,4,0,42,6,0,108
538759,72,0.7,4,0,32,7,1,1765
538760,125,0.46,1,1,42,11,0,33
538761,50,0.28,8,0,66,5,1,146
538762,95,0.5,8,0,48,4,1,46
538763,52,0.28,4,1,58,6,0,462
538764,50,1.0,13,0,58,7,1,5304
538765,50,0.36,11,0,40,6,1,3699
538766,72,1.0,10,0,26,4,1,153
538767,95,0.18,10,0,27,6,0,126
538768,50,0.54,0,0,69,7,1,47
538769,50,0.98,2,0,71,6,0,98
538770,50,0.08,6,0,50,7,0,851
538771,76,0.29,2,1,51,12,0,15703
538772,118,0.1,0,1,26,4,1,5360
538773,50,0.2,1,1,80,10,1,144
538774,50,0.08,3,1,50,7,1,403
538775,50,1.0,3,0,53,5,0,475
538776,50,1.0,8,0,50,7,0,146
538777,50,0.0027397260273972,0,0,63,8,0,399
538778,80,0.28,1,0,29,7,0,67
538779,50,0.44,17,0,56,7,1,5539
538780,50,1.0,4,0,57,6,0,73
538781,50,0.75,20,0,57,8,0,152
538782,50,1.0,12,0,48,5,1,50
538783,80,0.33,0,1,31,4,1,6617
538784,50,1.0,11,0,52,6,0,405
538785,50,0.21,11,0,49,5,0,84
538786,50,1.0,14,0,59,9,1,132
538787,61,0.07,12,0,41,6,1,1028
538788,50,0.24,0,0,41,5,0,3568
538789,106,0.0027397260273972,11,0,22,6,0,109
538790,54,1.0,6,0,33,4,1,5433
538791,50,1.0,6,0,51,5,0,92
538792,85,0.0027397260273972,5,0,33,5,0,154
538793,65,0.24,6,0,33,6,0,384
538794,50,0.5,15,0,74,7,1,103
538795,50,1.0,3,0,36,5,1,156
538796,68,0.2,7,0,40,6,1,726
538797,50,1.0,11,0,68,6,1,380
538798,80,0.95,1,0,21,5,1,2733
538799,80,1.0,12,0,32,6,0,72
538800,51,0.75,4,0,34,8,1,3075
538801,50,0.06,0,1,68,4,1,3744
538802,50,0.87,1,1,44,7,0,182
538803,55,0.2,14,0,35,6,1,71
538804,85,0.21,6,0,25,6,1,10
538805,50,0.0027397260273972,0,1,69,8,0,1232
538806,50,0.19,1,1,56,4,1,4059
538807,64,0.03,21,0,35,6,1,6
538808,57,1.0,17,0,30,6,1,575
538809,54,1.0,12,0,51,5,1,269
538810,90,0.55,15,0,51,4,0,1408
538811,100,0.69,9,0,28,5,0,7571
538812,95,0.12,0,1,19,5,1,16
538813,51,0.31,13,0,36,6,0,54
538814,50,0.62,1,1,48,11,0,30
538815,50,0.7,2,1,66,5,1,11
538816,50,0.21,3,1,48,15,1,673
538817,50,0.88,4,0,45,8,0,1296
538818,64,0.97,7,0,25,4,0,1182
538819,50,1.0,8,0,34,12,1,17
538820,50,1.0,12,0,61,4,1,302
538821,50,1.0,30,0,77,7,1,48
538822,50,0.49,5,0,43,13,1,359
538823,50,0.45,2,1,51,6,0,102
538824,50,0.43,15,0,44,5,1,19
538825,50,0.49,14,0,56,7,1,3317
538826,50,0.95,4,1,62,7,1,3317
538827,73,1.0,5,0,34,6,0,86
538828,50,0.54,1,1,52,10,1,27000
538829,64,1.0,4,0,33,7,0,5449
538830,50,1.0,11,0,49,7,0,613
538831,56,1.0,12,0,33,6,0,13
538832,50,1.0,8,0,49,7,1,1054
538833,50,0.29,2,1,46,6,1,112
538834,85,0.08,9,0,32,5,1,3301
538835,50,1.0,2,1,46,7,1,7571
538836,65,0.78,4,0,32,9,1,495
538837,50,0.04,1,1,58,4,0,47
538838,50,1.0,1,0,37,13,1,1228
538839,50,1.0,4,0,83,6,1,83
538840,100,0.07,9,0,25,7,0,3021
538841,54,0.25,3,1,34,5,1,79
538842,50,1.0,6,0,57,6,1,2620
538843,50,0.08,1,1,47,10,0,47
538844,50,1.0,19,0,47,5,1,33
538845,73,1.0,4,0,77,6,0,115
538846,50,1.0,15,0,61,4,1,831
538847,50,0.79,24,0,44,7,1,342
538848,50,0.16,8,0,54,6,0,53
538849,79,0.08,2,0,34,6,1,8455
538850,90,0.24,0,0,22,5,0,30
538851,85,0.27,9,1,26,6,0,47
538852,50,0.04,6,1,52,6,0,26
538853,50,0.7,4,1,61,4,0,906
538854,50,0.12,1,1,59,8,0,721
538855,76,0.14,14,0,35,4,1,3564
538856,76,1.0,4,0,21,7,1,1027
538857,50,0.11,0,0,39,6,0,1085
538858,71,0.03,6,1,42,6,1,269
538859,50,0.49,9,0,49,6,0,31
538860,52,0.16,13,0,41,7,1,136
538861,50,0.54,10,0,41,7,0,44
538862,50,1.0,8,0,66,4,1,1501
538863,57,0.53,3,1,78,4,0,11
538864,50,0.3,15,0,73,10,1,16
538865,76,0.08,3,0,40,7,1,99
538866,65,1.0,6,0,39,5,1,2733
538867,90,0.01,1,0,26,5,1,1600
538868,72,0.49,12,0,29,7,1,221
538869,90,0.92,14,0,21,6,0,3541
538870,50,0.16,2,0,54,8,0,5449
538871,67,0.29,8,0,31,7,0,747
538872,50,0.36,15,0,58,10,0,126
538873,50,0.0054794520547945,0,1,54,12,0,1457
538874,50,0.65,11,0,52,6,0,245
538875,77,1.0,1,0,61,5,1,14
538876,50,0.31,2,0,38,6,0,41
538877,50,0.49,6,0,64,5,1,461
538878,50,0.78,5,0,43,7,1,4762
538879,60,1.0,3,0,29,6,0,2767
538880,50,0.94,9,0,29,6,0,214
538881,85,0.07,13,0,52,8,0,186
538882,100,0.07,14,0,39,4,1,3599
538883,50,0.87,5,0,62,7,1,728
538884,50,1.0,21,0,59,4,1,644
538885,72,0.04,15,0,40,6,0,48
538886,133,0.08,15,0,62,7,1,4128
538887,50,0.63,5,1,54,6,1,28
538888,50,1.0,10,0,62,6,1,1732
538889,50,0.36,4,1,64,5,1,657
538890,85,0.08,9,0,24,7,1,626
538891,50,0.24,1,1,40,6,0,223
538892,50,1.0,3,0,75,6,0,268
538893,55,1.0,20,0,72,7,0,28
538894,50,0.47,3,0,41,6,0,113
538895,90,0.54,1,1,42,9,1,92
538896,50,1.0,12,0,44,5,0,426
538897,90,1.0,16,0,33,7,1,79
538898,68,0.26,7,0,37,6,0,283
538899,57,0.08,15,0,38,10,1,17
538900,50,0.87,2,1,52,4,1,1907
538901,50,1.0,2,0,49,7,0,45
538902,60,0.95,1,0,56,4,1,134
538903,62,0.2,7,0,36,10,1,79
538904,106,0.1,2,1,26,4,1,277
538905,50,0.36,5,0,62,5,1,112
538906,50,1.0,17,0,48,8,1,473
538907,50,1.0,6,0,52,4,1,134
538908,80,0.33,2,1,55,4,1,3628
538909,50,1.0,19,0,39,4,1,88
538910,50,1.0,4,0,40,10,0,122
538911,50,0.41,6,0,46,11,1,8455
538912,50,1.0,13,0,46,5,0,214
538913,50,0.9,5,0,64,5,0,48
538914,50,0.87,16,0,56,9,0,107
538915,69,0.81,2,1,66,5,1,1895
538916,76,0.07,14,0,25,6,1,222
538917,50,0.7,3,0,59,5,0,1268
538918,50,0.28,6,1,47,6,1,383
538919,54,0.21,6,1,38,10,1,41
538920,50,0.04,4,1,60,4,1,37
538921,50,0.02,8,1,29,6,1,57
538922,54,0.43,1,1,39,5,0,8549
538923,50,1.0,13,0,73,5,1,84
538924,50,0.16,7,1,46,10,1,209
538925,57,0.77,3,0,32,10,0,8023
538926,50,0.68,17,0,54,6,1,1704
538927,72,0.18,6,0,29,4,1,19
538928,50,0.45,6,1,36,7,1,2715
538929,50,0.19,2,0,47,5,0,14
538930,90,1.0,13,0,20,6,0,71
538931,51,0.18,0,1,31,9,1,1957
538932,50,0.25,14,0,47,7,0,27
538933,54,0.49,16,0,49,11,1,6736
538934,51,1.0,14,0,33,6,0,133
538935,50,0.5,5,1,77,6,1,165
538936,57,0.2,4,1,32,6,0,78
538937,50,0.07,2,0,38,7,0,886
538938,54,0.03,0,1,39,10,1,4762
538939,80,0.95,10,0,31,6,0,43
538940,50,0.63,1,1,70,8,0,15703
538941,50,0.52,1,0,54,6,0,224
538942,50,1.0,3,0,55,5,0,534
538943,50,1.0,5,0,66,6,0,17
538944,50,0.28,2,1,56,12,0,3946
538945,50,0.08,9,0,39,5,0,142
538946,100,0.81,7,0,19,4,1,14
538947,50,0.44,2,0,44,4,0,103
538948,51,0.33,11,0,44,5,0,295
538949,58,1.0,9,0,64,7,0,83
538950,95,0.5,5,0,28,6,0,6257
538951,50,1.0,13,0,43,6,0,139
538952,53,0.16,8,0,48,6,0,393
538953,62,0.41,2,0,51,8,0,3866
538954,50,0.68,4,0,55,4,1,886
538955,50,0.43,0,1,70,5,0,98
538956,50,1.0,5,0,35,7,0,105
538957,50,0.21,3,1,42,10,1,1447
538958,50,0.25,1,1,62,7,0,10961
538959,68,1.0,10,0,24,7,0,13
538960,68,0.01,1,1,26,4,0,2580
538961,50,1.0,9,0,46,5,0,3317
538962,50,0.08,12,0,53,6,0,564
538963,72,0.24,7,0,25,7,0,18
538964,50,0.21,2,0,47,9,1,1601
538965,50,1.0,5,0,55,6,0,14
538966,50,0.12,3,1,71,4,1,645
538967,50,0.12,0,0,49,7,0,12
538968,64,0.41,10,0,32,6,1,24
538969,50,1.0,12,0,46,6,0,824
538970,50,1.0,14,0,36,4,1,3430
538971,54,1.0,13,0,40,5,0,491
538972,62,0.14,13,0,54,7,1,4128
538973,54,0.88,8,0,32,4,1,27000
538974,95,0.2,0,1,37,10,0,677
538975,50,0.07,0,0,50,6,1,413
538976,85,0.18,12,0,48,7,1,109
538977,50,0.08,3,0,59,6,0,3317
538978,71,0.21,1,1,33,6,1,24
538979,90,0.46,4,0,27,10,0,490
538980,50,0.16,6,0,51,7,0,104
538981,51,0.08,7,1,39,7,0,2983
538982,52,0.87,3,1,65,7,0,33
538983,80,0.24,12,0,35,12,0,165
538984,60,0.83,12,0,37,7,1,174
538985,50,1.0,9,0,66,5,0,51
538986,50,1.0,10,0,62,9,0,51
538987,62,1.0,9,0,46,6,1,1329
